id,seccion,agrupacion_ganadora,COMPROMISO FEDERAL_perc,FRENTE AMPLIO PROGRESISTA_perc,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES_perc,FRENTE PARA LA VICTORIA_perc,FRENTE POPULAR_perc,PROYECTO SUR_perc,UNION PARA EL DESARROLLO SOCIAL_perc,COALICION CIVICA-ARI_perc,DEL CAMPO POPULAR_perc,MOVIMIENTO DE ACCION VECINAL_perc,COMPROMISO FEDERAL_votos,FRENTE AMPLIO PROGRESISTA_votos,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES_votos,FRENTE PARA LA VICTORIA_votos,FRENTE POPULAR_votos,PROYECTO SUR_votos,UNION PARA EL DESARROLLO SOCIAL_votos,COALICION CIVICA-ARI_votos,DEL CAMPO POPULAR_votos,MOVIMIENTO DE ACCION VECINAL_votos,Participacion,electores,votantes,BLANCO_perc,IMPUGNADO_perc,NULO_perc,BLANCO_votos,IMPUGNADO_votos,NULO_votos
MISIONES_CAINGUAS,"Cainguas, Misiones",ALIANZA FRENTE PARA LA VICTORIA,1.9,1.28,0.44,75.6,7.34,0.22,11.69,0.96,0.19,0.39,491,332,115,19549,1897,56,3022,247,50,100,83.44,35217,29385,3.37,8.15,0.48,989,2395,142
MISIONES_CANDELARIA,"Candelaria, Misiones",ALIANZA FRENTE PARA LA VICTORIA,3.85,1.31,0.74,72.46,9.08,0.69,10.02,1.39,0.14,0.31,518,176,99,9740,1221,93,1347,187,19,42,87.04,18324,15950,2.28,13.02,0.42,364,2077,67
MISIONES_CAPITAL,"Capital, Misiones",ALIANZA FRENTE PARA LA VICTORIA,5.06,4.88,1.12,53.77,15.08,0.59,15.72,3.03,0.22,0.51,8042,7760,1784,85436,23962,942,24978,4811,353,811,79.69,224222,178673,3.16,6.73,1.19,5651,12024,2119
MISIONES_CONCEPCION,"Concepcion De La Sierra, Misiones",ALIANZA FRENTE PARA LA VICTORIA,1.76,1.49,0.51,66.46,10.7,0.16,17.15,1.16,0.16,0.44,76,64,22,2863,461,7,739,50,7,19,75.93,6564,4984,1.67,11.6,0.3,83,578,15
MISIONES_ELDORADO,"El Dorado, Misiones",ALIANZA FRENTE PARA LA VICTORIA,3.49,3.08,1.12,65.11,10.11,0.27,13.8,1.92,0.21,0.9,1297,1144,415,24217,3760,99,5133,715,77,335,82.46,50505,41647,2.65,6.99,1.06,1102,2910,443
MISIONES_GENERAL MANUEL BELGRANO,"Gral. Manuel Belgrano, Misiones",ALIANZA FRENTE PARA LA VICTORIA,1.33,1.23,0.67,76.41,6.6,0.35,10.04,1.4,0.19,1.78,233,216,117,13399,1157,61,1761,246,34,312,77.17,25432,19627,5.29,4.95,0.42,1038,971,82
MISIONES_GUARANI,"Guarani, Misiones",ALIANZA FRENTE PARA LA VICTORIA,1.41,0.86,0.6,75.73,7.46,0.27,11.73,1.2,0.23,0.52,407,248,172,21834,2152,78,3382,345,65,149,82.13,39326,32300,3.13,7.11,0.5,1011,2297,160
MISIONES_IGUAZU,"Iguazu, Misiones",ALIANZA FRENTE PARA LA VICTORIA,3.25,2.62,0.86,69.02,8.62,0.31,12.52,2.2,0.19,0.41,1149,926,303,24391,3046,111,4426,776,66,145,76.51,50063,38304,3.37,3.45,0.92,1289,1323,353
MISIONES_LIBERTADOR GENERAL SAN MARTIN,"L. General San Martin, Misiones",ALIANZA FRENTE PARA LA VICTORIA,3.2,4.3,0.59,59.92,10.76,0.37,17.63,1.87,0.38,0.99,692,932,127,12973,2330,80,3818,404,82,214,76.88,29896,22983,3.05,2.21,0.53,700,509,122
MISIONES_LEANDRO N. ALEM,"Leandro N. Alem, Misiones",ALIANZA FRENTE PARA LA VICTORIA,2.85,1.99,0.44,66.76,10.81,0.21,14.69,1.54,0.21,0.49,697,488,107,16340,2647,51,3596,377,52,121,81.23,33335,27079,4.27,4.83,0.52,1155,1307,141
MISIONES_MONTECARLO,"Montecarlo, Misiones",ALIANZA FRENTE PARA LA VICTORIA,3.07,3.27,0.59,66.6,10.54,0.72,12.26,2.4,0.18,0.37,518,553,99,11251,1781,122,2071,406,31,62,82.43,23505,19375,3.26,9.06,0.48,632,1756,93
MISIONES_OBERA,"Obera, Misiones",ALIANZA FRENTE PARA LA VICTORIA,3.15,3,0.7,63.7,10.29,0.32,15.69,1.89,0.23,1.02,1636,1557,362,33047,5340,164,8139,982,119,531,82.96,71086,58973,2.93,8.45,0.66,1726,4981,389
MISIONES_SAN IGNACIO,"San Ignacio, Misiones",ALIANZA FRENTE PARA LA VICTORIA,3.98,2.3,0.53,68.78,8.51,0.21,13.78,1.43,0.15,0.34,1105,638,148,19093,2361,57,3825,397,42,94,75.99,39149,29748,2.5,3.62,0.56,745,1077,166
MISIONES_SAN JAVIER,"San Javier, Misiones",ALIANZA FRENTE PARA LA VICTORIA,1.53,1.32,0.77,67.13,12.98,0.2,12.62,1.34,0.18,1.93,154,133,78,6767,1308,20,1272,135,18,195,73.73,14633,10789,3.56,2.54,0.47,384,274,51
MISIONES_SAN PEDRO,"San Pedro, Misiones",ALIANZA FRENTE PARA LA VICTORIA,1.21,1.01,0.64,75.69,6.33,0.22,12.74,1.38,0.21,0.58,135,112,71,8413,704,24,1416,153,23,64,78.08,15742,12292,3.15,6.18,0.24,387,760,30
NEUQUEN_ALUMINE,"Alumine, Neuquen",ALIANZA FRENTE PARA LA VICTORIA,0.18,8.88,2.75,61.31,8.45,1.13,10.59,4.89,0.66,1.16,7,352,109,2431,335,45,420,194,26,46,75.67,5836,4416,7.54,0,2.67,333,0,118
NEUQUEN_AÑELO,"Añelo, Neuquen",ALIANZA FRENTE PARA LA VICTORIA,0.14,4.34,2.21,76.57,6.55,0.59,5.62,2.72,0.59,0.69,7,214,109,3777,323,29,277,134,29,34,77.62,7039,5464,6.13,1.3,2.29,335,71,125
NEUQUEN_CATAN LIL,"Catan Lil, Neuquen",ALIANZA FRENTE PARA LA VICTORIA,0.93,2.68,2.37,77.92,4.23,0.72,4.75,4.75,0.31,1.34,9,26,23,755,41,7,46,46,3,13,72.48,1530,1109,10.73,0.54,1.35,119,6,15
NEUQUEN_CHOS MALAL,"Chos Malal, Neuquen",ALIANZA FRENTE PARA LA VICTORIA,0.28,4.91,2.64,70.28,6.24,0.7,10.8,2.87,0.49,0.8,22,387,208,5543,492,55,852,226,39,63,79.13,11133,8809,8.78,0.05,1.65,773,4,145
NEUQUEN_COLLON CURA,"Collon Cura, Neuquen",ALIANZA FRENTE PARA LA VICTORIA,0,5.66,2.13,65.79,11.02,0.58,5.59,3.72,4.69,0.81,0,146,55,1696,284,15,144,96,121,21,79.72,3540,2822,7.37,0.11,1.17,208,3,33
NEUQUEN_CONFLUENCIA,"Confluencia, Neuquen",ALIANZA FRENTE PARA LA VICTORIA,2.62,11.01,5.83,52.16,8.74,1.53,11.46,5.48,0.47,0.7,5169,21759,11521,103068,17272,3032,22646,10832,929,1376,80.95,267936,216901,5.83,0.12,2.95,12650,257,6390
NEUQUEN_HUILICHES,"Huiliches, Neuquen",ALIANZA FRENTE PARA LA VICTORIA,0.07,8.44,2.46,62.08,11.35,1.07,8.67,4.74,0.54,0.57,6,676,197,4972,909,86,694,380,43,46,74.18,11427,8476,3.85,0.02,1.64,326,2,139
NEUQUEN_LACAR,"Lacar, Neuquen",ALIANZA FRENTE PARA LA VICTORIA,0.73,12.21,4.09,45.79,12.93,1.63,13.7,7.25,0.62,1.06,113,1883,631,7065,1995,251,2113,1119,95,163,74.9,22096,16550,3.4,0.04,3.34,562,7,553
NEUQUEN_LONCOPUE,"Loncopue, Neuquen",ALIANZA FRENTE PARA LA VICTORIA,0.2,4.99,2.93,67.01,6.58,1.82,8.77,4.81,0.91,1.97,7,175,103,2352,231,64,308,169,32,69,83.72,4925,4123,12.68,0.02,2.16,523,1,89
NEUQUEN_LOS LAGOS,"Los Lagos, Neuquen",ALIANZA FRENTE PARA LA VICTORIA,1.2,12.26,3.69,40.54,16.81,2.23,13.72,7.86,0.84,0.86,60,615,185,2033,843,112,688,394,42,43,66.47,8264,5493,5.66,0.05,2.99,311,3,164
NEUQUEN_MINAS,"Minas, Neuquen",ALIANZA FRENTE PARA LA VICTORIA,0.73,4.98,1.73,79.31,3.76,0.4,5.41,2.4,0.33,0.95,29,199,69,3167,150,16,216,96,13,38,80.05,5723,4581,12.05,0.07,0.72,552,3,33
NEUQUEN_PEHUENCHES,"Pehuenches, Neuquen",ALIANZA FRENTE PARA LA VICTORIA,0.25,5.41,2.31,70.99,6.72,0.91,8.33,3.53,0.59,0.96,24,527,225,6911,654,89,811,344,57,93,73.18,15909,11642,14.56,0.09,1.73,1695,11,201
NEUQUEN_PICUN LEUFU,"Picun Leufu, Neuquen",ALIANZA FRENTE PARA LA VICTORIA,0,4.96,2.54,73.39,5.08,0.71,9.41,3.14,0.2,0.56,0,125,64,1848,128,18,237,79,5,14,79.18,3491,2764,6.95,0.04,1.92,192,1,53
NEUQUEN_PICUNCHES,"Picunches, Neuquen",ALIANZA FRENTE PARA LA VICTORIA,0.74,4.32,1.93,66.6,10.4,0.82,8.56,5.37,0.23,1.02,26,152,68,2343,366,29,301,189,8,36,78.27,5164,4042,10.96,0.05,1.95,443,2,79
NEUQUEN_ZAPALA,"Zapala, Neuquen",ALIANZA FRENTE PARA LA VICTORIA,5.73,7.89,2.28,56.04,9.53,0.98,11.26,4.32,0.53,1.44,1235,1699,491,12068,2053,210,2424,930,115,310,79.34,28943,22962,4,0.1,2.12,918,22,487
NEUQUEN_ÑORQUIN,"Ñorquin, Neuquen",ALIANZA FRENTE PARA LA VICTORIA,2.9,3.14,1.78,78.2,4.37,0.5,4.84,2.71,0.39,1.16,75,81,46,2020,113,13,125,70,10,30,79.98,3872,3097,15.82,0.16,0.61,490,5,19
RIO NEGRO_25 DE MAYO,"25 De Mayo, Rio Negro",ALIANZA FRENTE PARA LA VICTORIA,0.79,1.28,1.47,71.78,3.22,0.35,19.76,0.83,0.13,0.38,62,100,115,5611,252,27,1545,65,10,30,72.47,11223,8133,2.16,0.06,1.66,176,5,135
RIO NEGRO_ADOLFO ALSINA,"Adolfo Alsina, Rio Negro",ALIANZA FRENTE PARA LA VICTORIA,4.72,6.19,2.37,57.1,6.45,1.34,17.74,3.31,0.3,0.47,1575,2064,789,19042,2151,446,5917,1105,101,158,77.12,45576,35149,1.49,1.61,2.02,525,565,711
RIO NEGRO_AVELLANEDA,"Avellaneda, Rio Negro",ALIANZA FRENTE PARA LA VICTORIA,3.08,3.77,1.41,60.22,5.9,0.83,20.97,3.13,0.28,0.41,569,695,261,11114,1089,153,3871,578,52,75,79.73,24197,19292,2.14,0.07,2.12,413,13,409
RIO NEGRO_BARILOCHE,"Bariloche, Rio Negro",ALIANZA FRENTE PARA LA VICTORIA,5.77,8.66,3.13,56.93,9.98,1.89,8.77,3.94,0.36,0.58,3782,5675,2053,37324,6545,1236,5752,2582,234,377,74.06,92205,68290,1.37,0.6,2.03,935,409,1386
RIO NEGRO_CONESA,"Conesa, Rio Negro",ALIANZA FRENTE PARA LA VICTORIA,2.52,3.3,1,63.11,5.52,0.3,15.85,7.49,0.24,0.68,93,122,37,2333,204,11,586,277,9,25,77.33,4922,3806,0.74,0.66,1.47,28,25,56
RIO NEGRO_EL CUY,"El Cuy, Rio Negro",ALIANZA FRENTE PARA LA VICTORIA,2.66,0.81,1.85,61.67,2.09,0.81,25.52,3.3,0.32,0.97,33,10,23,766,26,10,317,41,4,12,50,2546,1273,1.49,0,0.94,19,0,12
RIO NEGRO_GENERAL ROCA,"General Roca, Rio Negro",ALIANZA FRENTE PARA LA VICTORIA,5.16,7.01,3,59.37,6.6,1.07,13.11,3.73,0.38,0.56,8343,11330,4854,95962,10664,1722,21195,6033,612,912,79.69,212718,169509,1.68,0.42,2.55,2853,713,4316
RIO NEGRO_9 DE JULIO,"Nueve De Julio, Rio Negro",ALIANZA FRENTE PARA LA VICTORIA,1.24,0.65,0.49,78.27,1.89,0.43,15.95,0.65,0.11,0.32,23,12,9,1448,35,8,295,12,2,6,64.85,2888,1873,0.64,0,0.59,12,0,11
RIO NEGRO_PICHI MAHUIDA,"Pichi Mahuida, Rio Negro",ALIANZA FRENTE PARA LA VICTORIA,4.7,5.21,1.25,65.21,6.84,0.96,12.89,2.33,0.32,0.3,396,439,105,5495,576,81,1086,196,27,25,79.05,10976,8676,1.46,0.02,1.39,127,2,121
RIO NEGRO_PILCANIYEU,"Pilcaniyeu, Rio Negro",ALIANZA FRENTE PARA LA VICTORIA,4.72,5.29,2.54,66.84,6.02,1.14,10.11,2.46,0.29,0.6,182,204,98,2578,232,44,390,95,11,23,74.88,5291,3962,1.14,0,1.51,45,0,60
RIO NEGRO_SAN ANTONIO,"San Antonio Oeste, Rio Negro",ALIANZA FRENTE PARA LA VICTORIA,3.04,3.79,1.27,69.81,6.01,0.75,12.09,2.56,0.32,0.35,474,591,198,10875,936,117,1883,399,50,55,72.71,22116,16081,1.55,0.02,1.56,249,3,251
RIO NEGRO_VALCHETA,"Valcheta, Rio Negro",ALIANZA FRENTE PARA LA VICTORIA,1.5,1.98,1.39,61.3,3.04,0.81,21.94,1.87,0.48,5.69,41,54,38,1671,83,22,598,51,13,155,72.49,3842,2785,0.93,0.04,1.15,26,1,32
RIO NEGRO_ÑORQUINCO,"Ñorquinco, Rio Negro",ALIANZA FRENTE PARA LA VICTORIA,1.7,1.92,1.7,70.93,3.39,0.45,16.97,1.47,0.34,1.13,15,17,15,627,30,4,150,13,3,10,67.01,1358,910,1.87,0,0.99,17,0,9
SALTA_ANTA,"Anta, Salta",ALIANZA FRENTE PARA LA VICTORIA,0.2,1.77,0.85,76.11,7.04,0.21,10.55,1.91,0.23,1.14,50,448,215,19289,1783,53,2674,485,58,288,67.53,38047,25695,0.91,0.1,0.36,235,25,92
SALTA_CACHI,"Cachi, Salta",ALIANZA FRENTE PARA LA VICTORIA,0,3.31,1.56,66.73,7.82,0.33,17.11,2.02,0.49,0.63,0,121,57,2441,286,12,626,74,18,23,68.57,5470,3751,1.76,0.08,0.64,66,3,24
SALTA_CAFAYATE,"Cafayate, Salta",ALIANZA FRENTE PARA LA VICTORIA,1.98,3.22,1.26,69.99,5.31,0.38,14.85,2.42,0.22,0.37,151,246,96,5342,405,29,1133,185,17,28,76.04,10265,7805,0.92,0.04,1.26,72,3,98
SALTA_CAPITAL,"Capital, Salta",ALIANZA FRENTE PARA LA VICTORIA,4.27,8.12,6.6,49.9,9.27,0.88,16.55,3.74,0.38,0.29,11150,21184,17219,130215,24177,2290,43179,9771,1003,761,75.02,357640,268313,0.95,0.38,1.41,2559,1017,3788
SALTA_CERRILLOS,"Cerrillos, Salta",ALIANZA FRENTE PARA LA VICTORIA,2.93,5.02,3.64,60.96,9.1,0.52,14.38,2.62,0.48,0.34,494,846,613,10266,1533,88,2422,441,81,57,78.79,21754,17139,0.7,0.21,0.83,120,36,142
SALTA_CHICOANA,"Chicoana, Salta",ALIANZA FRENTE PARA LA VICTORIA,2.15,3.5,2.89,64.79,8.41,0.4,13.59,3.27,0.46,0.55,234,381,314,7051,915,43,1479,356,50,60,77.16,14358,11079,1.07,0.05,0.65,118,6,72
SALTA_GENERAL GUEMES,"General Guemes, Salta",ALIANZA FRENTE PARA LA VICTORIA,3.18,2.51,2.3,72.73,6.03,0.38,10.26,2.09,0.3,0.24,750,592,543,17177,1424,89,2423,493,72,56,76.49,31380,24002,0.66,0.07,0.87,158,16,209
SALTA_GUACHIPAS,"Guachipas, Salta",ALIANZA FRENTE PARA LA VICTORIA,0,2.27,1.59,66.4,7.48,0.18,18.7,2.58,0.74,0.06,0,37,26,1083,122,3,305,42,12,1,60.41,2743,1657,1.33,0,0.24,22,0,4
SALTA_IRUYA,"Iruya, Salta",ALIANZA FRENTE PARA LA VICTORIA,0,0.91,0.95,86.82,2.64,0.18,6.09,1.82,0.32,0.27,0,20,21,1910,58,4,134,40,7,6,53.8,4409,2372,0.59,6.45,0.21,14,153,5
SALTA_LA CALDERA,"La Caldera, Salta",ALIANZA FRENTE PARA LA VICTORIA,3.44,9.45,4.16,50.96,11.58,0.55,16,3.08,0.32,0.46,181,497,219,2681,609,29,842,162,17,24,77.79,6957,5412,0.87,0.63,1.29,47,34,70
SALTA_LA CANDELARIA,"La Candelaria, Salta",ALIANZA FRENTE PARA LA VICTORIA,0,2.39,0.67,70.71,9.3,0.29,13.2,3,0,0.44,0,82,23,2426,319,10,453,103,0,15,74.5,4709,3508,1.45,0.11,0.63,51,4,22
SALTA_LA POMA,"La Poma, Salta",ALIANZA FRENTE PARA LA VICTORIA,0,3.3,1.87,73.79,9.14,0.77,8.04,2.2,0.33,0.55,0,30,17,670,83,7,73,20,3,5,73.29,1269,930,1.18,0.54,0.65,11,5,6
SALTA_LA VIÑA,"La Viña, Salta",ALIANZA FRENTE PARA LA VICTORIA,1.59,3.47,1.73,68.91,8.13,0.42,12.64,2.59,0.14,0.39,69,150,75,2983,352,18,547,112,6,17,76.26,5793,4418,1.13,0.05,0.84,50,2,37
SALTA_LOS ANDES,"Los Andes, Salta",ALIANZA FRENTE PARA LA VICTORIA,0,2.63,2.67,75.42,7.19,0.94,5.61,3.65,0.68,1.2,0,70,71,2004,191,25,149,97,18,32,60,4485,2691,0.93,0,0.33,25,0,9
SALTA_METAN,"Metan, Salta",ALIANZA FRENTE PARA LA VICTORIA,0.18,3.25,2.55,62.58,8.63,0.32,19.29,2.38,0.33,0.49,36,660,519,12725,1754,66,3922,484,68,99,71.71,29312,21020,1.12,1.46,0.69,235,306,146
SALTA_MOLINOS,"Molinos, Salta",ALIANZA FRENTE PARA LA VICTORIA,0,2.07,0.93,82.24,3.54,0.25,9.15,1.04,0.29,0.5,0,58,26,2302,99,7,256,29,8,14,70.71,4012,2837,1.13,0.04,0.18,32,1,5
SALTA_ORAN,"Oran, Salta",ALIANZA FRENTE PARA LA VICTORIA,0.09,2.02,3.18,73.53,8.84,0.29,8.37,3.04,0.33,0.31,53,1229,1931,44665,5370,174,5083,1847,202,188,68.36,90437,61821,0.88,0.18,0.69,541,110,428
SALTA_RIVADAVIA,"Rivadavia, Salta",ALIANZA FRENTE PARA LA VICTORIA,0.01,1.05,0.44,90.96,2.25,0.14,3.36,1.2,0.13,0.45,1,74,31,6419,159,10,237,85,9,32,36.64,19384,7103,0.51,0.04,0.1,36,3,7
SALTA_ROSARIO DE LA FRONTERA,"Rosario De La Frontera, Salta",ALIANZA FRENTE PARA LA VICTORIA,0.32,2.75,1.45,67.01,9.41,0.27,15.7,2.39,0.26,0.43,49,417,220,10150,1426,41,2378,362,40,65,72.76,21240,15454,1.22,0.06,0.69,189,10,107
SALTA_ROSARIO DE LERMA,"Rosario De Lerma, Salta",ALIANZA FRENTE PARA LA VICTORIA,2.37,5.07,3.36,62.1,8.09,0.64,14.65,3.13,0.28,0.3,461,984,652,12059,1572,125,2846,608,55,58,77.59,25515,19798,0.97,0.21,0.73,192,41,145
SALTA_SAN CARLOS,"San Carlos, Salta",ALIANZA FRENTE PARA LA VICTORIA,0.68,2.07,0.95,72.48,6.34,0.36,14.87,1.48,0.21,0.56,23,70,32,2447,214,12,502,50,7,19,66.78,5156,3443,1.22,0.09,0.64,42,3,22
SALTA_GENERAL JOSE DE SAN MARTIN,"San Martin, Salta",ALIANZA FRENTE PARA LA VICTORIA,0.77,1.29,2.13,80.77,4.36,0.23,8.09,1.92,0.2,0.25,534,899,1479,56158,3029,161,5623,1336,140,171,67.35,105404,70985,0.67,0.78,0.59,479,554,422
SALTA_SANTA VICTORIA,"Santa Victoria, Salta",ALIANZA FRENTE PARA LA VICTORIA,2.98,1.1,1.21,84.26,5.24,0.32,1.56,2.29,0.35,0.69,103,38,42,2913,181,11,54,79,12,24,45.54,7703,3508,0.83,0.29,0.34,29,10,12
SAN JUAN_25 DE MAYO,"25 De Mayo, San Juan",ALIANZA FRENTE PARA LA VICTORIA,20.33,0.98,0.78,72.66,1.16,0.54,2.8,0.65,0,0.1,1280,62,49,4574,73,34,176,41,0,6,64.9,10683,6933,8.6,0.07,0.53,596,5,37
SAN JUAN_ALBARDON,"Albardon, San Juan",ALIANZA FRENTE PARA LA VICTORIA,10.55,2.15,0.96,75.74,2.6,0.71,5.72,1.43,0.16,0,1076,219,98,7726,265,72,583,146,16,0,69.4,16223,11258,8.63,0.03,0.73,972,3,82
SAN JUAN_ANGACO,"Angaco, San Juan",ALIANZA FRENTE PARA LA VICTORIA,24.08,0.73,0.39,56.49,3.55,0.5,13.69,0.57,0,0,1052,32,17,2468,155,22,598,25,0,0,76.5,6213,4753,7.05,0.19,0.84,335,9,40
SAN JUAN_CALINGASTA,"Calingasta, San Juan",ALIANZA FRENTE PARA LA VICTORIA,25.18,2.22,0.4,66.15,1.96,0.45,2.86,0.69,0.09,0,1065,94,17,2798,83,19,121,29,4,0,75.3,6195,4665,7.97,0.04,1.31,372,2,61
SAN JUAN_CAPITAL,"Capital, San Juan",ALIANZA FRENTE PARA LA VICTORIA,17.37,5.31,1.68,50.56,8.67,0.63,10.73,4.47,0.28,0.31,11267,3446,1087,32800,5627,408,6961,2897,182,201,72.22,96011,69337,5.03,0.09,1.31,3489,64,908
SAN JUAN_CAUCETE,"Caucete, San Juan",ALIANZA FRENTE PARA LA VICTORIA,14.51,2.77,1,67.58,2.28,0.97,9.37,1.49,0.02,0.01,1809,345,125,8422,284,121,1168,186,2,1,62.66,24047,15067,16.31,0.13,0.84,2458,19,127
SAN JUAN_CHIMBAS,"Chimbas, San Juan",ALIANZA FRENTE PARA LA VICTORIA,11.22,1.33,1.02,79.53,1.76,0.46,3.61,0.98,0.04,0.05,3987,474,362,28272,626,164,1284,350,13,16,73.72,50565,37277,3.34,0.28,1.02,1244,105,380
SAN JUAN_IGLESIA,"Iglesia, San Juan",ALIANZA FRENTE PARA LA VICTORIA,15.69,2.1,0.87,69.88,1.02,1.78,8,0.66,0,0,598,80,33,2664,39,68,305,25,0,0,77.73,5455,4240,8.77,0.12,1.2,372,5,51
SAN JUAN_JACHAL,"Jachal, San Juan",ALIANZA FRENTE PARA LA VICTORIA,5.12,2.02,0.9,64.75,1.39,0.9,24.42,0.46,0.03,0.02,576,227,101,7290,157,101,2749,52,3,2,75.33,16047,12088,5.91,0.1,0.86,714,12,104
SAN JUAN_9 DE JULIO,"Nueve De Julio, San Juan",ALIANZA FRENTE PARA LA VICTORIA,12.9,0.74,0.63,75.29,0.93,0.49,8.54,0.49,0,0,556,32,27,3245,40,21,368,21,0,0,70.48,6373,4492,3.65,0.02,0.38,164,1,17
SAN JUAN_POCITO,"Pocito, San Juan",ALIANZA FRENTE PARA LA VICTORIA,13.11,1.68,1.15,75.66,2.26,0.67,4.45,0.93,0.1,0.01,2542,325,222,14668,438,129,862,181,19,1,73.68,27656,20378,3.52,0.1,1.24,718,20,253
SAN JUAN_RAWSON,"Rawson, San Juan",ALIANZA FRENTE PARA LA VICTORIA,17.9,1.73,1.15,69.63,2.53,0.42,4.86,1.62,0.07,0.09,9871,956,634,38410,1396,231,2682,895,37,48,74.03,79075,58542,4.34,0.23,1.21,2541,135,706
SAN JUAN_RIVADAVIA,"Rivadavia, San Juan",ALIANZA FRENTE PARA LA VICTORIA,14.69,3.94,0.87,65.58,4.55,0.65,6.87,2.26,0.35,0.25,5834,1563,344,26036,1805,257,2727,898,139,100,76.15,56593,43097,6.25,0.27,1.36,2693,115,586
SAN JUAN_SAN MARTIN,"San Martin, San Juan",ALIANZA FRENTE PARA LA VICTORIA,13.18,1.73,1.37,68.7,1.35,0.65,12.21,0.82,0,0,693,91,72,3613,71,34,642,43,0,0,77.67,7501,5826,8.55,0.07,1.12,498,4,65
SAN JUAN_SANTA LUCIA,"Santa Lucia, San Juan",ALIANZA FRENTE PARA LA VICTORIA,20.82,3.03,1.03,62.25,3.66,0.52,6.61,1.79,0.23,0.06,5005,728,247,14965,880,126,1588,430,56,14,74.07,34874,25831,5.45,0.13,1.36,1408,33,351
SAN JUAN_SARMIENTO,"Sarmiento, San Juan",ALIANZA FRENTE PARA LA VICTORIA,24.22,1.54,0.67,64.3,2.08,0.72,5.75,0.73,0,0,2391,152,66,6349,205,71,568,72,0,0,74.39,13869,10317,3.32,0.05,0.92,343,5,95
SAN JUAN_ULLUM,"Ullum, San Juan",ALIANZA FRENTE PARA LA VICTORIA,32.69,0.93,0,51.24,3.88,0.25,9.19,1.31,0.08,0.42,775,22,0,1215,92,6,218,31,2,10,81.45,3105,2529,4.98,0.04,1.23,126,1,31
SAN JUAN_VALLE FERTIL,"Valle Fertil, San Juan",ALIANZA FRENTE PARA LA VICTORIA,35.56,0.23,0.1,57.67,0.83,1.09,4.15,0.34,0.03,0,1372,9,4,2225,32,42,160,13,1,0,77.23,5151,3978,2.51,0.1,0.4,100,4,16
SAN JUAN_ZONDA,"Zonda, San Juan",ALIANZA FRENTE PARA LA VICTORIA,26.01,2.08,0.25,59.23,0.59,0.42,7.04,3.82,0.13,0.42,613,49,6,1396,14,10,166,90,3,10,79.71,3209,2558,7,0.27,0.59,179,7,15
SAN LUIS_AYACUCHO,"Ayacucho, San Luis",ALIANZA COMPROMISO FEDERAL,63.64,1.05,0.31,25.72,0.74,0.14,7.9,0.49,0,0,4654,77,23,1881,54,10,578,36,0,0,51.08,15011,7667,3.48,0.21,0.93,267,16,71
SAN LUIS_BELGRANO,"Belgrano, San Luis",ALIANZA COMPROMISO FEDERAL,62.61,0.7,0.3,31.11,0.9,0,4.07,0.25,0,0.05,1246,14,6,619,18,0,81,5,0,1,67.82,3101,2103,4.14,0.29,0.95,87,6,20
SAN LUIS_JUAN MARTIN DE PUEYRREDON,"Capital, San Luis",ALIANZA COMPROMISO FEDERAL,47.62,3.17,0.9,34.11,1.79,0.55,10.14,1.7,0.03,0,48573,3232,914,34796,1824,559,10343,1737,30,3,76.79,144006,110582,5.73,0.5,1.51,6339,557,1675
SAN LUIS_CHACABUCO,"Chacabuco, San Luis",ALIANZA COMPROMISO FEDERAL,63.45,1.7,0.23,20.49,1.88,0.22,11.33,0.7,0,0,6839,183,25,2209,203,24,1221,75,0,0,73.63,15724,11578,5.93,0.21,0.77,686,24,89
SAN LUIS_GOBERNADOR DUPUY,"Gobernador Dupuy, San Luis",ALIANZA COMPROMISO FEDERAL,67.18,1.17,1.13,18.81,2.24,0.25,8.5,0.72,0,0,3801,66,64,1064,127,14,481,41,0,0,72.77,8413,6122,5.06,0.29,2.22,310,18,136
SAN LUIS_JUNIN,"Junin, San Luis",ALIANZA COMPROMISO FEDERAL,47.64,4.86,0.85,24.8,4.23,0.31,15.75,1.57,0,0,6930,707,124,3607,615,45,2291,228,0,0,74.95,21251,15927,6.48,0.53,1.65,1032,85,263
SAN LUIS_GENERAL PEDERNERA,"Pedernera, San Luis",ALIANZA COMPROMISO FEDERAL,53.31,3.62,0.74,23.24,3.16,0.78,12.07,2.53,0.07,0.48,32699,2221,453,14257,1941,477,7406,1549,44,295,74.04,89803,66493,4.81,1.6,1.33,3200,1064,887
SAN LUIS_CORONEL PRINGLES,"Pringles, San Luis",ALIANZA COMPROMISO FEDERAL,63.75,1.19,0.53,17.67,3.13,0.41,11.9,0.91,0,0.5,4967,93,41,1377,244,32,927,71,0,39,81.94,10460,8571,8.3,0.19,0.62,711,16,53
SAN LUIS_LIBERTADOR GENERAL SAN MARTIN,"San Martin, San Luis",ALIANZA COMPROMISO FEDERAL,62.74,0.78,0.25,31.66,0.86,0.08,3.31,0.33,0,0,1534,19,6,774,21,2,81,8,0,0,61.51,4162,2560,3.95,0.12,0.43,101,3,11
