id,seccion,agrupacion_ganadora,CONSENSO FEDERAL_perc,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD_perc,FRENTE DE TODOS_perc,FRENTE NOS_perc,FRENTE PATRIOTA_perc,JUNTOS POR EL CAMBIO_perc,MOVIMIENTO AL SOCIALISMO_perc,MOVIMIENTO DE ACCION VECINAL_perc,PARTIDO AUTONOMISTA_perc,UNITE POR LA LIBERTAD Y LA DIGNIDAD_perc,CONSENSO FEDERAL_votos,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD_votos,FRENTE DE TODOS_votos,FRENTE NOS_votos,FRENTE PATRIOTA_votos,JUNTOS POR EL CAMBIO_votos,MOVIMIENTO AL SOCIALISMO_votos,MOVIMIENTO DE ACCION VECINAL_votos,PARTIDO AUTONOMISTA_votos,UNITE POR LA LIBERTAD Y LA DIGNIDAD_votos,Participacion,electores,votantes,BLANCO_perc,IMPUGNADO_perc,NULO_perc,BLANCO_votos,IMPUGNADO_votos,NULO_votos
NEUQUEN_ZAPALA,"Zapala, Neuquen",FRENTE DE TODOS,7.77,4.21,48.76,4.29,0.6,30.57,1.01,0.48,0.35,1.96,1841,998,11547,1015,143,7239,240,113,82,463,80.46,32595,26227,7.81,0.02,1.88,2049,5,492
NEUQUEN_ÑORQUIN,"Ñorquin, Neuquen",FRENTE DE TODOS,5.41,1.98,69.79,2.59,0.62,16.82,0.55,0.39,0.55,1.3,167,61,2153,80,19,519,17,12,17,40,79.71,4563,3637,13.83,0.08,1.26,503,3,46
RIO NEGRO_25 DE MAYO,"25 De Mayo, Rio Negro",FRENTE DE TODOS,3.55,1.66,74.77,4.02,0.4,13.77,0.53,0.28,0.13,0.9,269,126,5670,305,30,1044,40,21,10,68,65.8,12595,8287,5.82,0.11,2.57,482,9,213
RIO NEGRO_ADOLFO ALSINA,"Adolfo Alsina, Rio Negro",FRENTE DE TODOS,7.64,2.97,54.29,4.59,0.28,26.65,0.94,0.24,0.15,2.24,2813,1095,19981,1691,103,9809,347,89,56,823,72.34,54959,39758,5.15,0.31,1.97,2047,122,782
RIO NEGRO_AVELLANEDA,"Avellaneda, Rio Negro",FRENTE DE TODOS,6.05,1.98,60.71,4.37,0.24,24.58,0.44,0.22,0.14,1.28,1201,393,12043,866,47,4875,87,44,28,253,72.96,29859,21786,7.09,0.23,1.62,1545,51,353
RIO NEGRO_BARILOCHE,"Bariloche, Rio Negro",FRENTE DE TODOS,7.72,4.21,54.81,4.31,0.35,24.05,1.19,0.29,0.19,2.88,6340,3459,45037,3541,286,19760,977,239,159,2367,73.98,118330,87545,4.01,0.07,2.07,3507,57,1816
RIO NEGRO_CONESA,"Conesa, Rio Negro",FRENTE DE TODOS,6.5,1.89,61.06,3.61,0.19,24.17,0.5,0.28,0.25,1.56,234,68,2198,130,7,870,18,10,9,56,71.47,5552,3968,6.55,0.13,2.6,260,5,103
RIO NEGRO_EL CUY,"El Cuy, Rio Negro",FRENTE DE TODOS,4.28,2.71,72.54,2.58,0.18,15.27,1.01,0.32,0.28,0.83,93,59,1577,56,4,332,22,7,6,18,67.87,3455,2345,4.73,1.36,1.19,111,32,28
RIO NEGRO_GENERAL ROCA,"General Roca, Rio Negro",FRENTE DE TODOS,7.71,3.07,56.48,5.1,0.27,23.69,0.8,0.25,0.16,2.48,15059,5998,110309,9962,524,46262,1569,483,306,4846,76.85,273421,210119,4.82,0.13,2.09,10134,268,4399
RIO NEGRO_9 DE JULIO,"Nueve De Julio, Rio Negro",FRENTE DE TODOS,4.58,0.79,77.85,3.97,0.12,10.31,0.61,0.49,0.24,1.04,75,13,1276,65,2,169,10,8,4,17,57.23,3145,1800,8.11,0.28,0.56,146,5,10
RIO NEGRO_PICHI MAHUIDA,"Pichi Mahuida, Rio Negro",FRENTE DE TODOS,9.23,2.04,56.46,2.23,0.3,26.19,0.96,0.23,0.13,2.25,800,177,4896,193,26,2271,83,20,11,195,74.49,12582,9372,5.27,0.17,2.03,494,16,190
RIO NEGRO_PILCANIYEU,"Pilcaniyeu, Rio Negro",FRENTE DE TODOS,6.75,3.26,56.45,4.98,0.3,24.3,0.82,0.24,0.26,2.64,337,163,2820,249,15,1214,41,12,13,132,75.69,7437,5629,9.72,0.05,1.47,547,3,83
RIO NEGRO_SAN ANTONIO,"San Antonio Oeste, Rio Negro",FRENTE DE TODOS,6.52,2.03,60.18,6.89,0.19,21.44,0.64,0.26,0.06,1.78,1173,366,10833,1240,35,3860,115,46,11,321,69.91,27601,19295,5.09,0.1,1.52,982,19,294
RIO NEGRO_VALCHETA,"Valcheta, Rio Negro",FRENTE DE TODOS,4.31,1.44,66.09,6.59,0.36,18.93,0.48,0.28,0.28,1.24,108,36,1655,165,9,474,12,7,7,31,65.71,4150,2727,4.51,0.04,3.63,123,1,99
RIO NEGRO_ÑORQUINCO,"Ñorquinco, Rio Negro",FRENTE DE TODOS,3.76,1.42,74.61,5.31,0.78,11.79,0.91,0.39,0,1.04,29,11,576,41,6,91,7,3,0,8,65.36,1325,866,9.58,0,1.27,83,0,11
SALTA_ANTA,"Anta, Salta",FRENTE DE TODOS,17.15,0.76,61.44,2.7,0.39,16.07,0.33,0.18,0.12,0.86,5089,225,18230,801,116,4768,98,54,36,255,62.41,49098,30641,1.49,0.62,1.05,457,191,321
SALTA_CACHI,"Cachi, Salta",FRENTE DE TODOS,23.83,1.66,53.03,1.79,0.35,17.29,0.55,0.26,0.17,1.07,1090,76,2426,82,16,791,25,12,8,49,69.29,6849,4746,2.44,0.04,1.12,116,2,53
SALTA_CAFAYATE,"Cafayate, Salta",FRENTE DE TODOS,13.58,2.04,60.59,3.68,0.29,16.52,0.65,0.23,0.23,2.2,1252,188,5586,339,27,1523,60,21,21,203,72.37,13180,9539,1.69,0.28,1.37,161,27,131
SALTA_CAPITAL,"Capital, Salta",FRENTE DE TODOS,21.6,3.44,37.96,5.02,0.37,26.5,0.68,0.27,0.19,3.97,65204,10395,114599,15148,1104,79997,2062,804,577,11982,72.34,433495,313570,1.45,0.4,1.88,4552,1242,5904
SALTA_CERRILLOS,"Cerrillos, Salta",FRENTE DE TODOS,23.65,2.18,44.48,3.58,0.26,22.3,0.67,0.28,0.21,2.39,6116,564,11500,925,66,5766,173,73,54,619,74.29,35928,26692,1.18,0.5,1.45,315,134,387
SALTA_CHICOANA,"Chicoana, Salta",FRENTE DE TODOS,22.12,2.11,47.65,2.6,0.27,22.33,0.72,0.32,0.23,1.65,2905,277,6259,342,35,2933,95,42,30,217,75.18,18123,13624,1.93,0.23,1.42,263,32,194
SALTA_GENERAL GUEMES,"General Guemes, Salta",FRENTE DE TODOS,16.08,2.31,59.11,3.24,0.26,16.05,0.51,0.28,0,2.16,4515,648,16598,910,72,4507,142,80,1,606,72.52,39881,28922,1.1,0.22,1.59,318,64,461
SALTA_GUACHIPAS,"Guachipas, Salta",FRENTE DE TODOS,36.95,1.28,39.61,2.51,0.39,17.1,0.39,0.39,0,1.38,752,26,806,51,8,348,8,8,0,28,66.54,3219,2142,3.41,0.51,1.07,73,11,23
SALTA_IRUYA,"Iruya, Salta",FRENTE DE TODOS,36.88,0.48,53.44,1.85,0.05,6.19,0.16,0.16,0,0.79,697,9,1010,35,1,117,3,3,0,15,62.96,3056,1924,0.94,0.05,0.78,18,1,15
SALTA_LA CALDERA,"La Caldera, Salta",FRENTE DE TODOS,22.67,2.83,35.01,4.43,0.25,30.65,0.59,0.21,0.05,3.31,2141,267,3307,418,24,2895,56,20,5,313,73.48,13275,9755,1.99,0.24,0.94,194,23,92
SALTA_LA CANDELARIA,"La Candelaria, Salta",FRENTE DE TODOS,27.94,1.08,52.81,0.92,0.37,15.31,0.58,0.26,0.11,0.63,1064,41,2011,35,14,583,22,10,4,24,70.89,5468,3876,0.83,0,0.93,32,0,36
SALTA_LA POMA,"La Poma, Salta",FRENTE DE TODOS,36.46,1.24,50.57,1.34,0,8.34,0.62,0.31,0.1,1.03,354,12,491,13,0,81,6,3,1,10,70.64,1427,1008,2.88,0,0.79,29,0,8
SALTA_LA VIÑA,"La Viña, Salta",FRENTE DE TODOS,27.67,1.28,48.51,2.24,0.21,18.35,0.43,0.14,0.05,1.12,1211,56,2123,98,9,803,19,6,2,49,66.42,6799,4516,1.28,0.4,1.42,58,18,64
SALTA_LOS ANDES,"Los Andes, Salta",CONSENSO FEDERAL,45.42,1.85,39.04,2.08,0.43,8.39,0.75,0.35,0.23,1.47,1575,64,1354,72,15,291,26,12,8,51,62.43,5709,3564,1.29,0.14,1.26,46,5,45
SALTA_METAN,"Metan, Salta",FRENTE DE TODOS,16.42,2.09,52.97,2.58,0.36,22.09,0.61,0.31,0.22,2.35,3784,481,12203,595,84,5089,140,71,51,541,68.45,34814,23829,1.33,0.28,1.7,318,66,406
SALTA_MOLINOS,"Molinos, Salta",FRENTE DE TODOS,40.05,0.65,42.74,0.75,0.49,13.42,0.58,0.36,0.16,0.81,1236,20,1319,23,15,414,18,11,5,25,68.2,4619,3150,1.21,0.16,0.67,38,5,21
SALTA_ORAN,"Oran, Salta",FRENTE DE TODOS,14.54,2.12,60.69,4.1,0.27,15.69,0.51,0.31,0.01,1.76,10061,1464,41991,2834,185,10854,354,213,8,1220,62.2,114668,71327,1.03,0.34,1.64,734,242,1167
SALTA_RIVADAVIA,"Rivadavia, Salta",FRENTE DE TODOS,16.76,0.34,75.2,1.19,0.24,5.47,0.2,0.22,0.01,0.38,2566,52,11514,182,36,837,31,34,1,58,61.15,25394,15528,0.65,0.16,0.59,101,25,91
SALTA_ROSARIO DE LA FRONTERA,"Rosario De La Frontera, Salta",FRENTE DE TODOS,18.16,1.47,56.69,1.42,0.27,19.3,0.63,0.25,0.23,1.58,2962,239,9247,232,44,3148,103,41,37,258,66.24,25432,16845,1.64,0.14,1.38,277,24,233
SALTA_ROSARIO DE LERMA,"Rosario De Lerma, Salta",FRENTE DE TODOS,20.25,2.48,44.82,5.66,0.36,22.99,0.65,0.32,0.16,2.32,4893,599,10831,1368,86,5555,156,78,38,561,73.13,34297,25080,1.51,0.31,1.83,378,77,460
SALTA_SAN CARLOS,"San Carlos, Salta",FRENTE DE TODOS,24.24,1.22,57.84,1.61,0.21,12.85,0.4,0.4,0.26,0.98,917,46,2188,61,8,486,15,15,10,37,68.14,5687,3875,1.29,0.39,0.7,50,15,27
SALTA_GENERAL JOSE DE SAN MARTIN,"San Martin, Salta",FRENTE DE TODOS,9.21,1.57,71.91,2.87,0.24,12.26,0.38,0.18,0.01,1.36,7354,1253,57428,2296,189,9794,307,147,5,1089,61.92,132099,81790,1.01,0.28,1.07,822,228,878
SALTA_SANTA VICTORIA,"Santa Victoria, Salta",FRENTE DE TODOS,7.35,1.81,79.58,1.72,0.09,7.26,0.91,0.45,0,0.82,81,20,877,19,1,80,10,5,0,9,23.9,4729,1130,1.06,0.18,1.24,12,2,14
SAN JUAN_25 DE MAYO,"25 De Mayo, San Juan",FRENTE DE TODOS,6.34,0.75,72.52,2.88,0.13,16.52,0.37,0.13,0,0.34,615,73,7040,280,13,1604,36,13,0,33,73.11,13554,9909,1.56,0.09,0.38,155,9,38
SAN JUAN_ALBARDON,"Albardon, San Juan",FRENTE DE TODOS,8.5,0.85,66.54,3.45,0.14,19.27,0.37,0.13,0.01,0.75,1343,134,10520,546,22,3046,58,20,2,118,81.35,20033,16297,1.99,0.2,0.81,324,32,132
SAN JUAN_ANGACO,"Angaco, San Juan",FRENTE DE TODOS,9.35,1.15,62.79,1.83,0.21,23.1,0.59,0.23,0,0.75,571,70,3836,112,13,1411,36,14,0,46,76.75,8271,6348,2.93,0.08,0.76,186,5,48
SAN JUAN_CALINGASTA,"Calingasta, San Juan",FRENTE DE TODOS,6.41,0.93,66.03,1.18,0.17,23.13,0.95,0.21,0,0.99,343,50,3534,63,9,1238,51,11,0,53,71.24,7899,5627,3.36,0.05,1.48,189,3,83
SAN JUAN_CAPITAL,"Capital, San Juan",JUNTOS POR EL CAMBIO,11.93,1.71,35.24,3.27,0.16,44.24,0.48,0.12,0.12,2.73,8135,1166,24032,2232,109,30170,327,84,80,1862,76.45,92072,70390,1.87,0.09,1.16,1314,61,818
SAN JUAN_CAUCETE,"Caucete, San Juan",FRENTE DE TODOS,8.89,1.24,62.63,3.28,0.15,22.31,0.47,0.12,0.01,0.9,1774,248,12500,655,29,4452,94,24,2,180,69.62,29354,20435,1.49,0.01,0.84,304,2,171
SAN JUAN_CHIMBAS,"Chimbas, San Juan",FRENTE DE TODOS,9.53,1.32,65.64,3.24,0.23,18.16,0.49,0.21,0.01,1.16,4696,653,32350,1598,115,8951,240,105,5,571,77.84,65465,50960,1.93,0.08,1.28,984,41,651
SAN JUAN_IGLESIA,"Iglesia, San Juan",FRENTE DE TODOS,10.84,1.4,54.08,1.46,0.37,29.76,1.17,0.25,0,0.68,528,68,2635,71,18,1450,57,12,0,33,71.94,7095,5104,3.43,0.16,0.96,175,8,49
SAN JUAN_JACHAL,"Jachal, San Juan",FRENTE DE TODOS,6.7,2.01,68.15,0.82,0.13,20.75,0.46,0.19,0,0.79,968,290,9844,119,19,2998,66,27,0,114,80.27,18526,14871,1.61,0.15,1.11,239,22,165
SAN JUAN_9 DE JULIO,"Nueve De Julio, San Juan",FRENTE DE TODOS,8.08,1.09,66.5,2.69,0.11,19.99,0.43,0.24,0,0.87,510,69,4198,170,7,1262,27,15,0,55,74.91,8714,6528,2.45,0.05,0.8,160,3,52
SAN JUAN_POCITO,"Pocito, San Juan",FRENTE DE TODOS,7.91,1.3,67.03,3.35,0.21,18.69,0.47,0.23,0.02,0.8,2537,416,21497,1074,67,5994,151,74,6,257,77.59,42794,33205,2.2,0.05,1.16,730,18,384
SAN JUAN_RAWSON,"Rawson, San Juan",FRENTE DE TODOS,11.72,1.79,56.61,3.77,0.2,23.56,0.45,0.19,0.15,1.55,8080,1234,39017,2595,137,16239,309,133,105,1069,77.14,92530,71379,1.94,0.11,1.4,1387,76,998
SAN JUAN_RIVADAVIA,"Rivadavia, San Juan",FRENTE DE TODOS,11.78,1.72,46.93,3.01,0.24,33.65,0.48,0.18,0,2.01,6232,908,24821,1591,129,17799,256,94,0,1062,77.74,70141,54528,1.82,0.12,1.05,993,68,575
SAN JUAN_SAN MARTIN,"San Martin, San Juan",FRENTE DE TODOS,9.4,1.07,66.71,2.57,0.21,18.74,0.43,0.18,0.01,0.68,676,77,4799,185,15,1348,31,13,1,49,80.04,9292,7437,2.31,0,0.95,172,0,71
SAN JUAN_SANTA LUCIA,"Santa Lucia, San Juan",FRENTE DE TODOS,11.28,1.37,49.27,3.03,0.18,32.2,0.41,0.38,0.06,1.83,3428,416,14970,922,54,9783,124,114,17,557,75.07,42155,31647,2.61,0.08,1.3,826,26,410
SAN JUAN_SARMIENTO,"Sarmiento, San Juan",FRENTE DE TODOS,6.75,0.85,71.12,1.09,0.13,18.92,0.46,0.17,0,0.5,919,116,9677,148,18,2574,63,23,0,68,79.63,17601,14016,1.81,0.09,1.03,254,12,144
SAN JUAN_ULLUM,"Ullum, San Juan",FRENTE DE TODOS,5.19,0.62,81.05,1.04,0.13,11.42,0.06,0.23,0,0.26,160,19,2498,32,4,352,2,7,0,8,74.86,4184,3132,1.25,0.06,0.29,39,2,9
SAN JUAN_VALLE FERTIL,"Valle Fertil, San Juan",FRENTE DE TODOS,8.39,0.8,70.81,1.05,0.07,17.86,0.47,0.13,0,0.42,377,36,3183,47,3,803,21,6,0,19,73.51,6293,4626,2.08,0,0.76,96,0,35
SAN JUAN_ZONDA,"Zonda, San Juan",FRENTE DE TODOS,8.13,0.95,72.29,1.02,0.03,16.3,0.3,0.13,0,0.85,248,29,2204,31,1,497,9,4,0,26,74.99,4155,3116,1.09,0.32,0.74,34,10,23
SAN LUIS_AYACUCHO,"Ayacucho, San Luis",FRENTE DE TODOS,5.25,1.34,64.99,2.28,0.28,23.82,0.62,0.25,0.17,0.98,647,165,8008,281,35,2935,77,31,21,121,72.33,17714,12813,2.54,0.09,1.2,326,12,154
SAN LUIS_BELGRANO,"Belgrano, San Luis",FRENTE DE TODOS,5.38,1.59,68.22,2.15,0.3,20.39,0.78,0.19,0.15,0.85,145,43,1840,58,8,550,21,5,4,23,67.92,4084,2774,1.62,0.4,0.76,45,11,21
SAN LUIS_CHACABUCO,"Chacabuco, San Luis",FRENTE DE TODOS,7.63,1.84,54.28,2.41,0.19,31.15,0.6,0.3,0.17,1.43,1061,256,7552,335,26,4334,84,42,23,199,73.73,19522,14394,1.93,0.06,1.35,278,9,195
SAN LUIS_GOBERNADOR DUPUY,"Gobernador Dupuy, San Luis",FRENTE DE TODOS,4.44,1.18,54.78,1.6,0.25,35.57,0.65,0.22,0.17,1.15,289,77,3564,104,16,2314,42,14,11,75,64.67,10469,6770,3.07,0.03,0.8,208,2,54
SAN LUIS_JUNIN,"Junin, San Luis",FRENTE DE TODOS,8.8,3.09,46.53,3.02,0.23,35.08,0.81,0.27,0.12,2.05,1785,626,9434,612,46,7112,165,55,25,416,72.19,29168,21057,1.89,0.11,1.71,397,24,360
SAN LUIS_GENERAL PEDERNERA,"Pedernera, San Luis",JUNTOS POR EL CAMBIO,8.98,2.85,37.78,4.43,0.43,41.4,0.87,0.4,0.26,2.61,6721,2135,28281,3316,319,30993,649,299,193,1953,74.78,104102,77844,2.05,0.06,1.73,1594,46,1345
SAN LUIS_CORONEL PRINGLES,"Pringles, San Luis",FRENTE DE TODOS,6.55,1.94,54.09,2.55,0.25,32.27,0.59,0.28,0.23,1.25,570,169,4710,222,22,2810,51,24,20,109,75.82,12022,9115,2.4,0.21,1.87,219,19,170
SAN LUIS_JUAN MARTIN DE PUEYRREDON,"Pueyrredon, San Luis",FRENTE DE TODOS,10.02,3.37,44.26,4.3,0.44,33.23,1.05,0.41,0.28,2.64,12796,4304,56491,5491,558,42416,1343,525,353,3366,73.08,181977,132989,2.1,0.12,1.8,2794,158,2394
SAN LUIS_LIBERTADOR GENERAL SAN MARTIN,"San Martin, San Luis",FRENTE DE TODOS,4.83,1.03,71.74,1.95,0.14,18.94,0.38,0.14,0.07,0.79,141,30,2094,57,4,553,11,4,2,23,70.73,4233,2994,1.5,0.07,0.94,45,2,28
SANTA CRUZ_CORPEN AIKE,"Corpen Aike, Santa Cruz",FRENTE DE TODOS,5.97,1.85,60.35,3.18,0.17,26.12,0.41,0.05,0.02,1.88,381,118,3850,203,11,1666,26,3,1,120,72.7,11166,8118,20.3,0.07,1.05,1648,6,85
SANTA CRUZ_DESEADO,"Deseado, Santa Cruz",FRENTE DE TODOS,7.95,3.95,62.13,4.92,0.25,17.85,0.53,0.1,0.09,2.22,3930,1952,30709,2430,125,8823,264,50,44,1098,69.77,89848,62688,19.39,0.26,1.5,12158,163,942
SANTA CRUZ_GÜER AIKE,"Güer Aike, Santa Cruz",FRENTE DE TODOS,8.92,3.59,51.53,3.28,0.23,29.21,0.85,0.11,0.07,2.21,5379,2165,31080,1976,137,17619,515,65,43,1332,71.97,103394,74410,17.59,0.09,1.27,13089,65,945
SANTA CRUZ_LAGO ARGENTINO,"Lago Argentino, Santa Cruz",FRENTE DE TODOS,5.41,2.63,65.89,3.09,0.11,19.8,0.7,0.11,0.06,2.2,579,281,7046,330,12,2117,75,12,6,235,65.72,19645,12911,15.66,0.29,1.22,2022,38,158
SANTA CRUZ_LAGO BUENOS AIRES,"Lago Buenos Aires, Santa Cruz",FRENTE DE TODOS,4.52,3.11,67.01,3.26,0.13,19.7,0.6,0.06,0.15,1.45,240,165,3554,173,7,1045,32,3,8,77,67.94,9656,6560,17.94,0.32,0.88,1177,21,58
SANTA CRUZ_MAGALLANES,"Magallanes, Santa Cruz",FRENTE DE TODOS,8.49,3.99,55.44,3.81,0.2,25.02,0.86,0.06,0.16,1.96,415,195,2710,186,10,1223,42,3,8,96,68.03,9390,6388,21.63,0.2,1.64,1382,13,105
SANTA CRUZ_RIO CHICO,"Rio Chico, Santa Cruz",FRENTE DE TODOS,4.66,2.76,68.81,2.29,0.47,19.24,0.22,0,0.17,1.38,108,64,1595,53,11,446,5,0,4,32,73.41,4125,3028,22.06,0.63,0.76,668,19,23
SANTA FE_BELGRANO,"Belgrano, Santa Fe",JUNTOS POR EL CAMBIO,12.65,1.87,36.2,3.16,0.17,42.5,0.56,0.18,0.25,2.47,3547,523,10147,886,47,11913,156,50,69,691,75.62,38676,29247,1.87,0.11,2.19,547,31,640
SANTA FE_CASEROS,"Caseros, Santa Fe",JUNTOS POR EL CAMBIO,13.84,2.22,35.4,2.04,0.19,41.96,0.74,0.19,0.1,3.31,7045,1132,18013,1036,97,21353,377,96,52,1686,74.55,71557,53347,2.14,0.1,2.37,1141,54,1265
SANTA FE_CASTELLANOS,"Castellanos, Santa Fe",JUNTOS POR EL CAMBIO,9.67,1.45,32.68,3.14,0.21,49.51,0.47,0.11,0.13,2.62,10179,1529,34410,3311,216,52129,500,120,133,2757,73.91,147941,109343,1.32,0.18,2.22,1443,194,2422
SANTA FE_CONSTITUCION,"Constitucion, Santa Fe",FRENTE DE TODOS,11.56,2.43,46.35,2.66,0.18,32.74,0.67,0.14,0.17,3.1,6443,1353,25843,1485,101,18254,374,76,96,1726,77.33,75002,58002,1.64,0.13,2.11,950,76,1225
SANTA FE_GARAY,"Garay, Santa Fe",FRENTE DE TODOS,9.71,0.89,53.91,1.46,0.13,31.47,0.52,0.09,0.24,1.56,1229,113,6826,185,17,3985,66,12,31,197,69.28,19239,13329,1.46,0.21,3.35,194,28,446
SANTA FE_GENERAL LOPEZ,"General Lopez, Santa Fe",JUNTOS POR EL CAMBIO,11.05,1.83,38.96,2.94,0.2,41.4,0.58,0.11,0.09,2.83,12821,2127,45191,3409,228,48015,667,125,109,3287,72.82,165000,120160,1.57,0.17,1.74,1882,210,2089
SANTA FE_GENERAL OBLIGADO,"General Obligado, Santa Fe",FRENTE DE TODOS,7.71,1.09,49.84,2.4,0.13,35.68,0.37,0.12,0.25,2.41,7974,1124,51581,2485,136,36920,387,121,261,2494,72.15,149005,107508,1.14,0.18,2.42,1222,196,2607
SANTA FE_IRIONDO,"Iriondo, Santa Fe",FRENTE DE TODOS,12.44,1.84,42.41,3.18,0.23,35.96,0.68,0.1,0.2,2.94,5266,779,17952,1347,98,15222,288,44,86,1245,75.53,58499,44182,1.96,0.09,2.15,866,38,951
SANTA FE_LA CAPITAL,"La Capital, Santa Fe",FRENTE DE TODOS,12.45,1.76,42.74,3.63,0.23,34.96,0.63,0.13,0.26,3.2,37121,5233,127381,10820,696,104198,1892,391,786,9542,70.66,438765,310034,1.22,0.09,2.56,3779,266,7929
SANTA FE_LAS COLONIAS,"Las Colonias, Santa Fe",JUNTOS POR EL CAMBIO,12.71,1.18,28.68,3.12,0.2,49.75,0.5,0.1,0.23,3.54,8213,764,18524,2014,127,32133,324,62,146,2287,76.25,88623,67574,1.8,0.05,2.56,1219,32,1729
SANTA FE_9 DE JULIO,"Nueve De Julio, Santa Fe",FRENTE DE TODOS,5.33,0.56,48.35,5.33,0.12,38.27,0.36,0.13,0.2,1.34,869,92,7883,869,20,6240,58,22,32,219,66.45,25485,16935,1.33,0.17,2.23,226,28,377
SANTA FE_ROSARIO,"Rosario, Santa Fe",FRENTE DE TODOS,14.04,2.56,47.97,3.07,0.17,28.16,0.61,0.11,0.08,3.24,103075,18818,352274,22539,1213,206755,4470,782,600,23812,73.66,1034372,761934,1.21,0.1,2.31,9215,769,17612
SANTA FE_SAN CRISTOBAL,"San Cristobal, Santa Fe",FRENTE DE TODOS,9.76,1.05,44.47,1.72,0.12,40.46,0.41,0.11,0.21,1.69,3768,407,17175,663,47,15628,160,43,80,653,68.19,58782,40084,1.5,0.2,1.95,600,79,781
SANTA FE_SAN JAVIER,"San Javier, Santa Fe",FRENTE DE TODOS,6.6,1.07,53.67,1.39,0.68,34.07,0.45,0.1,0.25,1.73,1146,186,9324,241,118,5920,78,17,44,300,67,26997,18087,1.56,0.06,2.32,283,11,419
SANTA FE_SAN JERONIMO,"San Jeronimo, Santa Fe",FRENTE DE TODOS,11.53,1.33,45.4,2.64,0.18,35.2,0.43,0.12,0.22,2.95,5576,643,21952,1275,88,17018,209,58,107,1424,73.21,68977,50500,1.58,0.16,2.52,796,79,1275
SANTA FE_SAN JUSTO,"San Justo, Santa Fe",JUNTOS POR EL CAMBIO,10.13,1.1,39.95,1.87,0.16,43.87,0.4,0.12,0.31,2.09,2596,283,10238,478,42,11241,102,31,79,535,73.18,36526,26730,1.32,0.27,2.55,353,71,681
SANTA FE_SAN LORENZO,"San Lorenzo, Santa Fe",FRENTE DE TODOS,13.8,2.14,48.2,4.28,0.23,27.42,0.6,0.13,0.09,3.1,15011,2327,52424,4659,246,29824,658,139,100,3373,76.29,148446,113246,1.39,0.1,2.46,1577,118,2790
SANTA FE_SAN MARTIN,"San Martin, Santa Fe",JUNTOS POR EL CAMBIO,11.61,1.59,34.57,2.84,0.19,45.47,0.52,0.15,0.23,2.82,4436,608,13208,1085,73,17371,200,56,89,1078,73.76,54297,40048,1.6,0.18,2.83,640,72,1132
SANTA FE_VERA,"Vera, Santa Fe",FRENTE DE TODOS,7.73,0.76,55.14,1.6,0.1,32.43,0.36,0.09,0.26,1.54,2239,219,15974,463,29,9396,103,27,75,447,67.07,45075,30232,1.31,0.15,2.72,395,44,821
SANTIAGO DEL ESTERO_AGUIRRE,"Aguirre, Santiago Del Estero",FRENTE DE TODOS,1.69,0.34,70.67,0.51,0.06,26.25,0.08,0.02,0.04,0.34,80,16,3351,24,3,1245,4,1,2,16,68.63,7051,4839,1.26,0.19,0.56,61,9,27
SANTIAGO DEL ESTERO_ALBERDI,"Alberdi, Santiago Del Estero",FRENTE DE TODOS,3.5,0.27,86.12,1.27,0.16,8.29,0.13,0.03,0.07,0.15,322,25,7917,117,15,762,12,3,6,14,69.1,13489,9321,1.02,0.06,0.29,95,6,27
SANTIAGO DEL ESTERO_ATAMISQUI,"Atamisqui, Santiago Del Estero",FRENTE DE TODOS,0.53,0.12,93.55,1.58,0.12,3.56,0.18,0.06,0.06,0.25,38,9,6763,114,9,257,13,4,4,18,76.93,9582,7371,1.26,0.23,0.43,93,17,32
SANTIAGO DEL ESTERO_AVELLANEDA,"Avellaneda, Santiago Del Estero",FRENTE DE TODOS,1.56,0.34,87.35,0.86,0.1,9.16,0.17,0.07,0.05,0.35,208,45,11644,114,13,1221,23,9,6,47,74.56,18161,13541,1.18,0.16,0.21,160,22,29
SANTIAGO DEL ESTERO_BANDA,"Banda, Santiago Del Estero",FRENTE DE TODOS,4.17,1.19,76.99,1.82,0.19,14.18,0.28,0.11,0.08,0.98,3683,1052,68011,1612,166,12527,250,96,68,868,74.42,124890,92938,4.07,0.13,0.75,3784,121,700
SANTIAGO DEL ESTERO_BELGRANO,"Belgrano, Santiago Del Estero",FRENTE DE TODOS,6,2.2,55.43,2.12,0.26,32.69,0.24,0.07,0.13,0.86,328,120,3028,116,14,1786,13,4,7,47,72.16,7851,5665,2.77,0.16,0.64,157,9,36
SANTIAGO DEL ESTERO_CAPITAL,"Capital, Santiago Del Estero",FRENTE DE TODOS,5.73,1.81,67.45,2.61,0.28,19.92,0.34,0.15,0.09,1.62,9642,3048,113538,4401,471,33525,579,257,151,2723,74.56,235361,175496,2.99,0.16,0.93,5248,281,1632
SANTIAGO DEL ESTERO_CHOYA,"Choya, Santiago Del Estero",FRENTE DE TODOS,3.25,1.23,80.63,1.16,0.15,12.35,0.29,0.09,0.04,0.8,713,270,17673,255,32,2708,64,20,8,176,72.64,30904,22450,1.52,0.16,0.69,342,35,154
