id,seccion,agrupacion_ganadora,COMPROMISO FEDERAL_perc,FRENTE AMPLIO PROGRESISTA_perc,FRENTE POPULAR_perc,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES_perc,FRENTE PARA LA VICTORIA_perc,UNION PARA EL DESARROLLO SOCIAL_perc,COALICION CIVICA-ARI_perc,COMPROMISO FEDERAL_votos,FRENTE AMPLIO PROGRESISTA_votos,FRENTE POPULAR_votos,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES_votos,FRENTE PARA LA VICTORIA_votos,UNION PARA EL DESARROLLO SOCIAL_votos,COALICION CIVICA-ARI_votos,Participacion,electores,votantes,BLANCO_perc,IMPUGNADO_perc,NULO_perc,BLANCO_votos,IMPUGNADO_votos,NULO_votos
SAN LUIS_CORONEL PRINGLES,"Pringles, San Luis",Alianza Compromiso Federal,55.69,2.99,0.72,0.64,25.23,14.17,0.56,4253,228,55,49,1927,1082,43,81.07,10110,8196,6.06,0.11,0.65,497,9,53
SAN LUIS_JUAN MARTIN DE PUEYRREDON,"Pueyrredon, San Luis",Alianza Compromiso Federal,47.37,5.27,0.89,0.93,37.19,7.55,0.8,49846,5541,940,981,39129,7940,844,79.82,139951,111714,4.54,0.2,1.07,5069,229,1195
SAN LUIS_LIBERTADOR GENERAL SAN MARTIN,"San Martin, San Luis",Alianza Compromiso Federal,69.45,0.27,0.35,0.39,26.67,2.56,0.31,1794,7,9,10,689,66,8,79.38,3462,2748,3.57,0.11,2.33,98,3,64
SANTA CRUZ_CORPEN AIKE,"Corpen Aike, Santa Cruz",Alianza Frente para la Victoria,1.16,4.88,1.35,0.87,84.88,6.57,0.29,67,282,78,50,4900,379,17,69.93,8712,6092,4.65,0.05,0.54,283,3,33
SANTA CRUZ_DESEADO,"Deseado, Santa Cruz",Alianza Frente para la Victoria,1.4,7.82,1.31,1.8,74.78,11,1.88,732,4088,686,942,39095,5750,985,77.03,72794,56073,5.63,0.09,1.05,3158,51,586
SANTA CRUZ_GÜER AIKE,"Güer Aike, Santa Cruz",Alianza Frente para la Victoria,1.3,7.44,1.88,1.95,71.96,13.97,1.51,798,4581,1154,1199,44281,8598,928,77.39,84230,65188,4.65,0.06,0.89,3029,37,583
SANTA CRUZ_LAGO ARGENTINO,"Lago Argentino, Santa Cruz",Alianza Frente para la Victoria,1.02,8.47,0.91,1.1,83.42,4.2,0.88,98,813,87,106,8003,403,84,68.09,14741,10037,3.43,0.04,0.95,344,4,95
SANTA CRUZ_LAGO BUENOS AIRES,"Lago Buenos Aires, Santa Cruz",Alianza Frente para la Victoria,0.92,4.87,1.16,1.05,76.21,15.45,0.36,41,218,52,47,3414,692,16,78.75,5953,4688,3.88,0.02,0.53,182,1,25
SANTA CRUZ_MAGALLANES,"Magallanes, Santa Cruz",Alianza Frente para la Victoria,0.8,6.41,0.99,1.12,76.63,14.04,0.02,37,298,46,52,3564,653,1,74.5,6655,4958,5.47,0.02,0.71,271,1,35
SANTA CRUZ_RIO CHICO,"Rio Chico, Santa Cruz",Alianza Frente para la Victoria,1.07,3.92,0.76,1.58,81.93,10.74,0,21,77,15,31,1610,211,0,76.43,2860,2186,9.61,0.05,0.46,210,1,10
SANTA FE_,", Santa Fe",Alianza Frente para la Victoria,4.66,38.63,3.54,1.9,46.35,3.44,1.47,28260,234368,21470,11544,281223,20900,8921,77.09,809499,624060,1.32,0.08,1.39,8211,482,8681
SANTA FE_BELGRANO,"Belgrano, Santa Fe",Alianza Frente para la Victoria,7.37,33.41,9.97,1.52,38.09,8.07,1.58,1930,8753,2612,399,9980,2114,413,79.97,33594,26865,2.14,0.05,0.28,575,14,75
SANTA FE_CASEROS,"Caseros, Santa Fe",Alianza Frente Amplio Progresista,7.25,38.4,10.82,1.94,32.14,7.57,1.88,3743,19832,5587,1004,16596,3910,972,80.01,66123,52905,1.64,0,0.74,866,1,394
SANTA FE_CASTELLANOS,"Castellanos, Santa Fe",Alianza Frente Amplio Progresista,5.08,41.76,5.41,1.53,38.66,5.82,1.74,4801,39504,5121,1445,36573,5504,1646,76.3,126959,96865,1.16,0.07,1.11,1128,65,1078
SANTA FE_CONSTITUCION,"Constitucion, Santa Fe",Alianza Frente para la Victoria,5.6,35.12,5.41,1.71,43.09,7.65,1.41,3036,19028,2931,929,23349,4146,764,79.88,69211,55285,1.29,0.03,0.67,713,18,371
SANTA FE_GARAY,"Garay, Santa Fe",Alianza Frente para la Victoria,2.32,31.45,3.56,1.15,54.28,6.26,0.98,255,3450,390,126,5954,687,108,71.59,15682,11227,1.32,0.16,0.81,148,18,91
SANTA FE_GENERAL LOPEZ,"General Lopez, Santa Fe",Alianza Frente para la Victoria,10.18,33.88,6.45,1.25,39.36,7.38,1.5,11182,37235,7089,1371,43256,8112,1649,76.82,145880,112062,1.24,0.04,0.66,1385,43,740
SANTA FE_GENERAL OBLIGADO,"General Obligado, Santa Fe",Alianza Frente para la Victoria,2.41,28.53,6.37,0.8,48.32,12.5,1.07,2150,25408,5675,713,43025,11127,950,72.81,124853,90905,1.02,0.11,0.91,923,104,830
SANTA FE_IRIONDO,"Iriondo, Santa Fe",Alianza Frente para la Victoria,5.05,36.31,6.52,2.03,41.69,6.56,1.84,2015,14488,2602,808,16634,2618,734,78.58,52052,40905,1.96,0.02,0.48,802,9,195
SANTA FE_LA CAPITAL,"La Capital, Santa Fe",Alianza Frente para la Victoria,3.67,39.85,4.77,1.89,42.62,5.02,2.18,7486,81208,9718,3852,86859,10235,4436,73.4,285448,209507,1.09,0.2,1.44,2281,417,3015
SANTA FE_LAS COLONIAS,"Las Colonias, Santa Fe",Alianza Frente Amplio Progresista,4.66,46.36,7.16,1.38,31.86,6.9,1.68,2702,26879,4152,800,18472,3999,974,77.46,76816,59498,1.69,0,0.86,1008,2,510
SANTA FE_9 DE JULIO,"Nueve De Julio, Santa Fe",Alianza Frente para la Victoria,3.11,27.24,6.33,0.76,51.61,9.25,1.71,403,3535,821,99,6698,1201,222,60.31,21858,13183,0.86,0.01,0.68,113,1,90
SANTA FE_ROSARIO,"Rosario, Santa Fe",Alianza Frente Amplio Progresista,4.09,57.18,4.79,2.31,24.34,4.39,2.89,6329,88396,7402,3576,37623,6788,4473,75.84,208615,158216,1.23,0.05,1.01,1948,80,1601
SANTA FE_SAN CRISTOBAL,"San Cristobal, Santa Fe",Alianza Frente para la Victoria,2.89,29.96,5.56,1.04,46.67,12.75,1.12,997,10328,1918,358,16089,4395,386,67.41,52029,35071,1.14,0,0.57,400,0,200
SANTA FE_SAN JAVIER,"San Javier, Santa Fe",Alianza Frente para la Victoria,2.41,24.76,5.94,0.85,54.69,10.18,1.18,353,3633,872,124,8024,1493,173,66.73,22515,15024,1.36,0.01,0.97,205,1,146
SANTA FE_SAN JERONIMO,"San Jeronimo, Santa Fe",Alianza Frente para la Victoria,3.88,37.68,4.86,1.32,45.03,5.91,1.32,1800,17496,2258,613,20907,2745,615,77.3,61410,47472,1.37,0.05,0.76,652,23,363
SANTA FE_SAN JUSTO,"San Justo, Santa Fe",Alianza Frente para la Victoria,3.15,38.56,7.48,1.32,39.43,8.6,1.45,673,8240,1598,282,8426,1838,310,69.31,31597,21901,1.7,0.03,0.7,373,7,154
SANTA FE_SAN LORENZO,"San Lorenzo, Santa Fe",Alianza Frente para la Victoria,4.94,36.97,4.14,2.03,45.38,5.12,1.42,4727,35370,3958,1940,43419,4898,1363,80.6,121575,97987,1.29,0.09,0.97,1267,90,955
SANTA FE_SAN MARTIN,"San Martin, Santa Fe",Alianza Frente Amplio Progresista,6.06,39.37,6.49,1.76,37.27,7.4,1.65,2281,14829,2443,664,14037,2787,623,77.6,49727,38588,1.44,0.01,0.94,557,3,364
SANTA FE_VERA,"Vera, Santa Fe",Alianza Frente para la Victoria,2.49,26.65,6.07,1.02,53.78,8.7,1.29,549,5875,1338,225,11855,1917,285,59.79,37653,22514,1.37,0.09,0.63,309,20,141
SANTIAGO DEL ESTERO_AGUIRRE,"Aguirre, Santiago Del Estero",Alianza Frente para la Victoria,0.74,3.51,3.65,0.3,67.55,24.05,0.19,27,128,133,11,2460,876,7,61.76,5988,3698,1.22,0.05,0.24,45,2,9
SANTIAGO DEL ESTERO_ALBERDI,"Alberdi, Santiago Del Estero",Alianza Frente para la Victoria,0.55,0.81,1.07,0.36,89.71,7.16,0.33,34,50,66,22,5510,440,20,60.02,10325,6197,0.66,0,0.23,41,0,14
SANTIAGO DEL ESTERO_ATAMISQUI,"Atamisqui, Santiago Del Estero",Alianza Frente para la Victoria,0.75,0.84,1.7,0.32,93.74,2.42,0.23,42,47,95,18,5237,135,13,67.85,8267,5609,0.21,0,0.18,12,0,10
SANTIAGO DEL ESTERO_AVELLANEDA,"Avellaneda, Santiago Del Estero",Alianza Frente para la Victoria,0.58,2.88,2.66,0.53,88.14,4.91,0.3,52,257,237,47,7866,438,27,61.45,14665,9012,0.69,0.01,0.28,62,1,25
SANTIAGO DEL ESTERO_BANDA,"Banda, Santiago Del Estero",Alianza Frente para la Victoria,1.66,3.4,2.62,1.3,84.12,6.23,0.67,1108,2270,1752,865,56173,4158,448,71.56,94877,67897,1.06,0.04,0.55,722,26,375
SANTIAGO DEL ESTERO_BELGRANO,"Belgrano, Santiago Del Estero",Alianza Frente para la Victoria,2.57,7.8,8.82,0.85,66.3,12.89,0.78,106,322,364,35,2736,532,32,71.27,5903,4207,1.66,0,0.24,70,0,10
SANTIAGO DEL ESTERO_CAPITAL,"Capital, Santiago Del Estero",Alianza Frente para la Victoria,2.49,6.76,4.61,1.81,73.84,9.47,1.01,3330,9047,6171,2424,98750,12667,1355,72.68,187420,136222,1.1,0.04,0.68,1502,53,923
SANTIAGO DEL ESTERO_CHOYA,"Choya, Santiago Del Estero",Alianza Frente para la Victoria,1.73,4.94,2.71,0.89,82.84,6.14,0.75,308,882,484,159,14782,1095,133,73.82,24641,18190,1.24,0.06,0.61,225,11,111
SANTIAGO DEL ESTERO_COPO,"Copo, Santiago Del Estero",Alianza Frente para la Victoria,0.53,1.3,1.94,0.35,91.17,4.39,0.33,63,153,229,41,10763,518,39,65.69,18149,11922,0.75,0.05,0.17,90,6,20
SANTIAGO DEL ESTERO_FIGUEROA,"Figueroa, Santiago Del Estero",Alianza Frente para la Victoria,0.46,0.69,1.22,0.31,94.61,2.28,0.43,28,42,74,19,5736,138,26,50.13,12181,6106,0.47,0.02,0.21,29,1,13
SANTIAGO DEL ESTERO_GUASAYAN,"Guasayan, Santiago Del Estero",Alianza Frente para la Victoria,0.72,1.24,1.5,0.35,92.66,3.4,0.14,25,43,52,12,3220,118,5,69.17,5099,3527,1.05,0.03,0.4,37,1,14
SANTIAGO DEL ESTERO_JIMENEZ,"Jimenez, Santiago Del Estero",Alianza Frente para la Victoria,0.92,1.31,1.69,0.41,93.48,1.91,0.28,60,85,110,27,6083,124,18,71.2,9202,6552,0.46,0,0.23,30,0,15
SANTIAGO DEL ESTERO_JUAN F. IBARRA,"Juan F. Ibarra, Santiago Del Estero",Alianza Frente para la Victoria,0.5,1.28,2.39,0.19,91.65,3.83,0.16,34,86,161,13,6182,258,11,66.81,10216,6825,0.89,0.09,0.19,61,6,13
SANTIAGO DEL ESTERO_LORETO,"Loreto, Santiago Del Estero",Alianza Frente para la Victoria,1.16,2.05,2.51,0.79,84.9,6.46,2.11,101,179,219,69,7396,563,184,62.84,14016,8808,0.84,0.03,0.23,74,3,20
SANTIAGO DEL ESTERO_MITRE,"Mitre, Santiago Del Estero",Alianza Frente para la Victoria,0.53,4.27,4,0.27,68,22.13,0.8,2,16,15,1,255,83,3,31.33,1251,392,3.32,0,1.02,13,0,4
SANTIAGO DEL ESTERO_MORENO,"Moreno, Santiago Del Estero",Alianza Frente para la Victoria,0.8,2.1,2.54,0.42,87.1,5.67,1.36,112,293,355,58,12157,792,190,67.81,20823,14120,0.91,0.06,0.18,128,9,26
SANTIAGO DEL ESTERO_OJO DE AGUA,"Ojo De Agua, Santiago Del Estero",Alianza Frente para la Victoria,1.86,4.01,2.73,0.74,80.05,9.94,0.67,138,297,202,55,5933,737,50,69.87,10770,7525,1.3,0,0.2,98,0,15
SANTIAGO DEL ESTERO_PELLEGRINI,"Pellegrini, Santiago Del Estero",Alianza Frente para la Victoria,0.73,1.59,2.08,0.26,90.87,4.23,0.24,67,147,192,24,8379,390,22,65.59,14211,9321,0.84,0,0.24,78,0,22
SANTIAGO DEL ESTERO_QUEBRACHOS,"Quebrachos, Santiago Del Estero",Alianza Frente para la Victoria,1.37,4.42,8.39,0.87,76.4,8.12,0.42,55,177,336,35,3059,325,17,52.77,7777,4104,1.49,0,0.95,61,0,39
SANTIAGO DEL ESTERO_RIO HONDO,"Rio Hondo, Santiago Del Estero",Alianza Frente para la Victoria,1.14,2.22,2.73,0.83,87.99,4.55,0.54,314,612,754,228,24274,1256,149,73.76,37934,27981,0.82,0.05,0.54,229,13,152
SANTIAGO DEL ESTERO_RIVADAVIA,"Rivadavia, Santiago Del Estero",Alianza Frente para la Victoria,2.49,15.93,8.17,0.46,58.94,13.27,0.75,60,384,197,11,1421,320,18,68.08,3593,2446,1.14,0.08,0.2,28,2,5
SANTIAGO DEL ESTERO_ROBLES,"Robles, Santiago Del Estero",Alianza Frente para la Victoria,1.87,2.29,3.03,0.63,85.98,5.7,0.49,389,476,630,130,17848,1183,102,71.23,29536,21039,0.95,0.04,0.35,200,8,73
SANTIAGO DEL ESTERO_SALAVINA,"Salavina, Santiago Del Estero",Alianza Frente para la Victoria,0.55,0.98,1.77,0.26,92.84,3.34,0.26,23,41,74,11,3888,140,11,54.57,7763,4236,0.97,0.05,0.12,41,2,5
SANTIAGO DEL ESTERO_SAN MARTIN,"San Martin, Santiago Del Estero",Alianza Frente para la Victoria,0.74,0.87,1.85,0.24,93.35,2.67,0.29,28,33,70,9,3535,101,11,58.64,6514,3820,0.6,0,0.26,23,0,10
SANTIAGO DEL ESTERO_SARMIENTO,"Sarmiento, Santiago Del Estero",Alianza Frente para la Victoria,1.02,1.2,3.65,0.42,91.03,2.57,0.12,17,20,61,7,1523,43,2,64.12,2645,1696,1.06,0,0.29,18,0,5
SANTIAGO DEL ESTERO_SILIPICA,"Silipica, Santiago Del Estero",Alianza Frente para la Victoria,0.75,0.82,2.06,0.21,91.85,4.19,0.13,29,32,80,8,3574,163,5,67.41,5848,3942,0.84,0.03,0.43,33,1,17
SANTIAGO DEL ESTERO_GENERAL TABOADA,"Taboada, Santiago Del Estero",Alianza Frente para la Victoria,1.38,3.67,2.72,0.57,85.42,5.75,0.49,238,634,469,98,14751,993,85,65.5,26748,17521,1.18,0.02,0.25,207,3,43
TIERRA DEL FUEGO_ANTARTIDA ARGENTINA,"Antartida Argentina, Tierra Del Fuego",Alianza Frente Popular,20.97,14.52,36.56,1.61,19.89,3.76,2.69,39,27,68,3,37,7,5,97.94,194,190,2.11,0,0,4,0,0
TIERRA DEL FUEGO_RIO GRANDE,"Rio Grande, Tierra Del Fuego",Alianza Frente para la Victoria,4.36,7.91,3.02,1.67,72.9,8.88,1.26,1683,3051,1164,645,28115,3424,485,74.81,53246,39833,1.42,0.03,1.73,566,11,689
TIERRA DEL FUEGO_USHUAIA,"Ushuaia, Tierra Del Fuego",Alianza Frente para la Victoria,7.23,13.16,4.02,2.3,62.96,8.46,1.88,2280,4149,1266,724,19852,2668,592,70.99,46188,32791,1.88,0.07,1.9,616,22,622
TUCUMAN_JUAN BAUTISTA ALBERDI,"Alberdi, Tucuman",Alianza Frente para la Victoria,3.14,6.92,2.23,0.91,69.99,15.98,0.83,488,1074,346,142,10869,2482,129,77.99,20184,15742,0.61,0.02,0.72,96,3,113
TUCUMAN_BURRUYACU,"Burruyacu, Tucuman",Alianza Frente para la Victoria,1.81,4.33,2.94,0.68,83.77,6.06,0.42,389,929,630,145,17978,1300,90,77.83,27877,21697,0.75,0.01,0.32,163,3,70
TUCUMAN_CAPITAL,"Capital, Tucuman",Alianza Frente para la Victoria,6.58,15.49,3.47,2.64,54.72,15.73,1.37,20490,48242,10809,8207,170414,48977,4263,79.44,400634,318256,1.09,0.03,1.03,3474,104,3276
TUCUMAN_CHICLIGASTA,"Chicligasta, Tucuman",Alianza Frente para la Victoria,3.93,8.05,3.03,1.07,67.82,15.49,0.61,1785,3657,1378,487,30804,7034,275,82.18,56266,46237,1.05,0.02,0.71,484,7,326
TUCUMAN_CRUZ ALTA,"Cruz Alta, Tucuman",Alianza Frente para la Victoria,3.53,6.48,2.03,1.69,76.68,8.92,0.67,3541,6491,2034,1688,76816,8935,671,82.71,123163,101871,1.04,0.03,0.59,1059,30,606
TUCUMAN_FAMAILLA,"Famailla, Tucuman",Alianza Frente para la Victoria,4.2,7.24,2.08,1.53,71.48,12.78,0.69,756,1302,374,275,12860,2299,125,80.54,22746,18319,0.88,0.11,0.8,162,20,146
TUCUMAN_GRANEROS,"Graneros, Tucuman",Alianza Frente para la Victoria,2.07,4.07,1.34,0.74,84.32,7.1,0.37,162,319,105,58,6612,557,29,77.96,10169,7928,0.98,0.01,0.09,78,1,7
TUCUMAN_LA COCHA,"La Cocha, Tucuman",Alianza Frente para la Victoria,2.54,6.12,3.06,0.64,76.04,11.18,0.42,237,571,285,60,7089,1042,39,80.93,11685,9457,0.7,0,0.72,66,0,68
TUCUMAN_LEALES,"Leales, Tucuman",Alianza Frente para la Victoria,2.54,4.82,1.83,1.05,79.28,10.04,0.44,795,1512,573,328,24847,3146,139,80.13,39714,31822,0.97,0,0.54,309,1,172
TUCUMAN_LULES,"Lules, Tucuman",Alianza Frente para la Victoria,4.33,8.11,2.3,1.91,69.98,12.6,0.77,1392,2606,739,615,22496,4052,248,83.39,39307,32779,1.08,0.02,0.82,355,8,268
TUCUMAN_MONTEROS,"Monteros, Tucuman",Alianza Frente para la Victoria,3.42,7.72,2.55,1.64,72.8,11.36,0.52,1257,2841,938,602,26788,4182,191,82.33,45301,37295,0.88,0.03,0.42,327,11,158
TUCUMAN_RIO CHICO,"Rio Chico, Tucuman",Alianza Frente para la Victoria,2.77,5.75,2.1,0.88,77.38,10.52,0.6,841,1744,636,268,23470,3190,182,82.11,37425,30729,0.87,0.01,0.41,267,4,127
TUCUMAN_SIMOCA,"Simoca, Tucuman",Alianza Frente para la Victoria,1.8,3.93,1.69,0.78,76.39,15.16,0.26,334,731,314,145,14213,2820,49,78.74,23955,18861,0.94,0.07,0.34,177,14,64
TUCUMAN_TAFI DEL VALLE,"Tafi Del Valle, Tucuman",Alianza Frente para la Victoria,2.66,6.2,2.25,0.91,78.67,8.54,0.77,221,516,187,76,6546,711,64,77.09,11000,8480,1.42,0.01,0.45,120,1,38
TUCUMAN_TAFI VIEJO,"Tafi Viejo, Tucuman",Alianza Frente para la Victoria,5.18,9.58,2.53,2.46,66.06,13.24,0.96,3214,5950,1568,1526,41012,8218,596,82.58,76892,63494,1.13,0.05,1.04,719,30,661
TUCUMAN_TRANCAS,"Trancas, Tucuman",Alianza Frente para la Victoria,2.88,5.59,2.77,0.83,73.75,13.18,1,247,480,238,71,6334,1132,86,78.5,11145,8749,1.11,0.02,0.71,97,2,62
TUCUMAN_YERBA BUENA,"Yerba Buena, Tucuman",Alianza Frente para la Victoria,6.84,18.66,4.96,1.76,52.06,14.38,1.34,2883,7865,2092,743,21945,6062,566,83.43,51524,42985,1.07,0.03,0.83,461,12,356
