id,seccion,agrupacion_ganadora,CAMBIEMOS_perc,COMPROMISO FEDERAL_perc,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES_perc,FRENTE PARA LA VICTORIA_perc,FRENTE POPULAR_perc,PROGRESISTAS_perc,UNIDOS POR UNA NUEVA ALTERNATIVA (UNA)_perc,MOVIMIENTO AL SOCIALISMO_perc,MOVIMIENTO DE ACCION VECINAL_perc,MST - NUEVA IZQUIERDA_perc,PARTIDO POPULAR_perc,CAMBIEMOS_votos,COMPROMISO FEDERAL_votos,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES_votos,FRENTE PARA LA VICTORIA_votos,FRENTE POPULAR_votos,PROGRESISTAS_votos,UNIDOS POR UNA NUEVA ALTERNATIVA (UNA)_votos,MOVIMIENTO AL SOCIALISMO_votos,MOVIMIENTO DE ACCION VECINAL_votos,MST - NUEVA IZQUIERDA_votos,PARTIDO POPULAR_votos,Participacion,electores,votantes,BLANCO_perc,IMPUGNADO_perc,NULO_perc,BLANCO_votos,IMPUGNADO_votos,NULO_votos
MENDOZA_MAIPU,"Maipu, Mendoza",ALIANZA FRENTE PARA LA VICTORIA,31.01,6.71,11.4,34.25,0.43,0.89,13.99,0.31,0.15,0.24,0.63,31024,6716,11403,34265,434,886,13992,306,153,244,627,80.03,133498,106834,4.6,0.13,1.62,4910,140,1734
MENDOZA_MALARGÜE,"Malargüe, Mendoza",ALIANZA FRENTE PARA LA VICTORIA,35.71,4.05,3.86,38.01,0.94,1.55,13.99,0.92,0.33,0.24,0.42,5463,620,590,5815,144,237,2140,140,50,36,64,72.31,22320,16140,3.73,0.06,1.43,602,9,230
MENDOZA_RIVADAVIA,"Rivadavia, Mendoza",ALIANZA CAMBIEMOS,38.4,6.67,7.25,31.56,0.49,1.49,12.39,0.33,0.21,0.28,0.94,12152,2111,2294,9987,155,472,3920,104,65,89,299,79.2,42808,33906,5.43,0.04,1.19,1841,15,402
MENDOZA_SAN CARLOS,"San Carlos, Mendoza",ALIANZA CAMBIEMOS,34.1,4.87,6.33,31.92,0.91,1.15,19.31,0.29,0.3,0.22,0.61,5841,834,1085,5468,156,197,3307,49,51,37,105,75.75,24125,18275,5.12,0.07,1.08,935,13,197
MENDOZA_SAN MARTIN,"San Martin, Mendoza",ALIANZA FRENTE PARA LA VICTORIA,30.98,8.8,7.68,38,0.36,0.87,12.18,0.32,0.15,0.25,0.43,21068,5985,5220,25838,242,590,8280,216,100,170,294,78.28,91278,71451,3.36,0.06,1.4,2404,46,998
MENDOZA_SAN RAFAEL,"San Rafael, Mendoza",ALIANZA FRENTE PARA LA VICTORIA,33.32,4.99,3.35,42.8,0.43,1.58,12.29,0.31,0.18,0.25,0.51,35542,5322,3574,45655,457,1683,13109,336,197,263,545,77.92,142559,111076,2.44,0.08,1.44,2705,88,1600
MENDOZA_SANTA ROSA,"Santa Rosa, Mendoza",ALIANZA FRENTE PARA LA VICTORIA,28.41,3.85,4.54,50.43,0.41,0.54,8.31,0.24,1.43,0.13,1.72,2904,393,464,5154,42,55,849,25,146,13,176,81.95,13182,10802,4.69,0.03,0.66,507,3,71
MENDOZA_TUNUYAN,"Tunuyan, Mendoza",ALIANZA FRENTE PARA LA VICTORIA,32.54,3.64,7.39,40.94,0.42,1.18,11.62,0.38,0.15,0.29,1.46,9355,1046,2124,11769,121,338,3342,109,42,83,421,79.12,38057,30110,3.58,0.1,0.84,1079,29,252
MENDOZA_TUPUNGATO,"Tupungato, Mendoza",ALIANZA FRENTE PARA LA VICTORIA,36.19,3.93,6.94,39.1,0.52,0.92,11.41,0.29,0.16,0.22,0.32,6388,694,1225,6902,91,162,2014,52,29,39,57,77.81,23666,18414,3.1,0.09,0.94,571,16,174
MISIONES_25 DE MAYO,"25 De Mayo, Misiones",ALIANZA FRENTE PARA LA VICTORIA,11.13,0.23,0.83,80.94,0.42,0.58,4.36,0.28,0.25,0.54,0.43,1721,36,128,12518,65,90,675,43,38,84,67,77.04,21055,16220,4.28,0.03,0.34,695,5,55
MISIONES_APOSTOLES,"Apostoles, Misiones",ALIANZA FRENTE PARA LA VICTORIA,22.22,0.6,1.28,55.55,0.74,0.87,17.04,0.47,0.21,0.58,0.44,5332,145,306,13332,178,208,4089,113,50,139,106,77.21,32592,25164,3.35,0.48,0.8,843,121,202
MISIONES_CAINGUAS,"Cainguas, Misiones",ALIANZA FRENTE PARA LA VICTORIA,12.81,0.47,1.04,72.8,0.33,0.79,10.07,0.46,0.24,0.51,0.49,3759,139,305,21368,97,232,2957,134,70,149,143,76.21,40743,31051,4.96,0.02,0.49,1540,5,153
MISIONES_CANDELARIA,"Candelaria, Misiones",ALIANZA FRENTE PARA LA VICTORIA,17.1,0.64,1.32,63.36,0.49,0.64,15.08,0.33,0.19,0.46,0.4,2731,102,211,10120,78,102,2408,52,31,73,64,77.36,21557,16677,3.24,0.05,0.94,541,8,156
MISIONES_CAPITAL,"Capital, Misiones",ALIANZA FRENTE PARA LA VICTORIA,28.35,0.79,1.86,42.38,0.78,1.77,22.07,0.52,0.23,0.45,0.79,53579,1500,3507,80089,1473,3339,41712,988,442,841,1488,75.76,262891,199170,3.48,0.23,1.42,6936,451,2825
MISIONES_CONCEPCION,"Concepcion De La Sierra, Misiones",ALIANZA FRENTE PARA LA VICTORIA,21.34,0.22,0.94,65.92,0.3,0.74,9.02,0.3,0.42,0.52,0.26,1062,11,47,3281,15,37,449,15,21,26,13,71.88,7191,5169,3.29,0.02,0.41,170,1,21
MISIONES_ELDORADO,"El Dorado, Misiones",ALIANZA FRENTE PARA LA VICTORIA,23.45,0.58,1.38,59.14,0.75,0.91,12.51,0.38,0.18,0.35,0.38,10281,253,605,25933,327,400,5484,168,80,152,166,77.43,59862,46354,3.81,0.35,1.24,1767,164,574
MISIONES_GENERAL MANUEL BELGRANO,"Gral. Manuel Belgrano, Misiones",ALIANZA FRENTE PARA LA VICTORIA,13.43,0.32,1.62,73.32,0.65,1.06,6.71,0.8,0.35,0.92,0.83,2825,67,341,15425,137,222,1411,168,73,193,175,71.24,31699,22582,5.05,1.12,0.67,1141,253,151
MISIONES_GUARANI,"Guarani, Misiones",ALIANZA FRENTE PARA LA VICTORIA,14.14,0.37,1.33,73.25,0.82,0.8,6.44,0.59,0.3,0.94,1.02,4833,128,454,25037,279,273,2200,203,103,322,347,74.91,48628,36429,5.3,0.02,0.86,1930,7,313
MISIONES_IGUAZU,"Iguazu, Misiones",ALIANZA FRENTE PARA LA VICTORIA,21.34,0.53,1.57,56.62,1.04,1.08,15.65,0.63,0.4,0.63,0.52,9723,241,715,25799,474,492,7132,287,180,285,235,75.24,63887,48070,3.68,0.25,1.29,1767,122,618
MISIONES_LIBERTADOR GENERAL SAN MARTIN,"L. General San Martin, Misiones",ALIANZA FRENTE PARA LA VICTORIA,24.7,0.79,1.2,58.42,0.35,1.14,11.93,0.51,0.17,0.37,0.4,6350,204,309,15018,90,294,3068,131,43,96,104,77.72,34800,27046,4,0.04,0.9,1083,12,244
MISIONES_LEANDRO N. ALEM,"Leandro N. Alem, Misiones",ALIANZA FRENTE PARA LA VICTORIA,21.27,0.67,1.14,62.47,0.38,0.92,11.28,0.58,0.29,0.51,0.49,5995,188,322,17610,108,259,3180,164,81,143,139,81.16,37200,30192,5.7,0.26,0.68,1720,78,205
MISIONES_MONTECARLO,"Montecarlo, Misiones",ALIANZA FRENTE PARA LA VICTORIA,22.77,0.63,1.32,58.8,0.41,1.18,12.83,0.42,0.14,0.5,1,4581,127,265,11828,82,238,2580,84,29,100,201,77.37,27013,20899,2.82,0.02,0.91,589,5,190
MISIONES_OBERA,"Obera, Misiones",ALIANZA FRENTE PARA LA VICTORIA,22.29,0.58,1.21,58.78,0.63,1.25,13.55,0.44,0.35,0.43,0.49,13364,347,725,35240,379,747,8126,261,211,259,295,77.24,81542,62982,3.72,0.28,0.81,2340,178,510
MISIONES_SAN IGNACIO,"San Ignacio, Misiones",ALIANZA FRENTE PARA LA VICTORIA,18.7,0.54,0.89,66.9,0.29,0.82,10.78,0.29,0.13,0.33,0.33,6020,173,287,21532,92,264,3469,94,41,107,105,76.27,44042,33589,3.02,0.46,0.71,1013,153,239
MISIONES_SAN JAVIER,"San Javier, Misiones",ALIANZA FRENTE PARA LA VICTORIA,16.1,0.36,0.91,73.12,0.56,0.71,6.78,0.35,0.27,0.5,0.35,1866,42,105,8475,65,82,786,40,31,58,41,75.54,16015,12098,3.4,0.02,0.77,411,3,93
MISIONES_SAN PEDRO,"San Pedro, Misiones",ALIANZA FRENTE PARA LA VICTORIA,12.46,0.36,0.94,78.57,0.59,0.64,4.46,0.48,0.27,0.48,0.74,1571,46,119,9910,75,81,562,61,34,61,93,72.15,18320,13217,4.22,0.08,0.26,558,11,35
NEUQUEN_ALUMINE,"Alumine, Neuquen",ALIANZA FRENTE PARA LA VICTORIA,24.78,2.63,3.88,41.49,0.54,3.22,19.89,0.85,0.73,0.71,1.29,1054,112,165,1765,23,137,846,36,31,30,55,74.85,6778,5073,12.79,0.08,3.27,649,4,166
NEUQUEN_AÑELO,"Añelo, Neuquen",ALIANZA FRENTE PARA LA VICTORIA,21.26,2.73,3.76,45.21,0.44,1.8,22.3,0.66,0.43,0.49,0.92,1347,173,238,2864,28,114,1413,42,27,31,58,73.57,10099,7430,11.53,0.13,3.07,857,10,228
NEUQUEN_CATAN LIL,"Catan Lil, Neuquen",ALIANZA FRENTE PARA LA VICTORIA,16.48,3.72,3.84,51.43,1.61,1.12,14.37,1.36,2.23,0.5,3.35,133,30,31,415,13,9,116,11,18,4,27,68.17,1467,1000,17.2,0,2.1,172,0,21
NEUQUEN_CHOS MALAL,"Chos Malal, Neuquen",ALIANZA FRENTE PARA LA VICTORIA,19.01,2.33,4.5,43.91,1.07,2.11,24.36,0.54,0.4,0.75,1.01,1512,185,358,3492,85,168,1937,43,32,60,80,75.77,12359,9364,13.14,0.04,1.9,1230,4,178
NEUQUEN_COLLON CURA,"Collon Cura, Neuquen",ALIANZA FRENTE PARA LA VICTORIA,18.72,2.59,2.59,49.01,0.97,1.78,22.08,0.32,0.16,0.49,1.29,463,64,64,1212,24,44,546,8,4,12,32,73.73,3887,2866,11.72,0.1,1.88,336,3,54
NEUQUEN_CONFLUENCIA,"Confluencia, Neuquen",ALIANZA FRENTE PARA LA VICTORIA,27.31,2.28,7.13,35.36,0.84,3.2,21.08,0.78,0.39,0.95,0.68,59682,4974,15578,77270,1842,6982,46066,1708,843,2080,1496,80.78,306711,247751,9.16,0.11,2.53,22702,271,6257
NEUQUEN_HUILICHES,"Huiliches, Neuquen",ALIANZA FRENTE PARA LA VICTORIA,26.85,3.17,4.55,32.05,0.99,2.87,25.91,0.99,0.37,1.39,0.86,2268,268,384,2707,84,242,2188,84,31,117,73,78.87,12863,10145,14.11,0.07,2.57,1431,7,261
NEUQUEN_LACAR,"Lacar, Neuquen",ALIANZA CAMBIEMOS,37.97,2.24,6.11,25.23,0.84,4.31,20.57,0.87,0.46,0.68,0.72,6838,403,1101,4544,151,777,3705,157,83,122,129,76.7,25955,19908,6.08,0.08,3.38,1210,15,673
NEUQUEN_LONCOPUE,"Loncopue, Neuquen",ALIANZA FRENTE PARA LA VICTORIA,22.46,2.86,4.66,35.81,0.76,2.35,26.94,0.72,1.03,0.55,1.86,651,83,135,1038,22,68,781,21,30,16,54,77.94,5440,4240,27.62,0.85,3.16,1171,36,134
NEUQUEN_LOS LAGOS,"Los Lagos, Neuquen",ALIANZA CAMBIEMOS,37.63,2.13,3.69,28.53,0.58,5.05,19.88,0.92,0.33,0.71,0.55,2539,144,249,1925,39,341,1341,62,22,48,37,75.15,9848,7401,6.47,0.05,2.31,479,4,171
NEUQUEN_MINAS,"Minas, Neuquen",ALIANZA FRENTE PARA LA VICTORIA,15.77,2.16,5.3,49.13,0.68,1.35,21.7,0.62,1.19,0.62,1.46,583,80,196,1816,25,50,802,23,44,23,54,78.67,6279,4940,20.57,0.08,4.53,1016,4,224
NEUQUEN_PEHUENCHES,"Pehuenches, Neuquen",ALIANZA FRENTE PARA LA VICTORIA,24.41,4.67,2.66,34.93,1.03,1.76,28.09,0.66,0.51,0.47,0.82,2679,513,292,3834,113,193,3083,72,56,52,90,71.59,19365,13863,19.02,0.04,1.75,2637,6,243
NEUQUEN_PICUN LEUFU,"Picun Leufu, Neuquen",ALIANZA FRENTE PARA LA VICTORIA,21.44,1.58,4.34,48.8,0.83,1.18,20.1,0.75,0.47,0.2,0.32,544,40,110,1238,21,30,510,19,12,5,8,82.62,3878,3204,15.79,0.5,4.53,506,16,145
NEUQUEN_PICUNCHES,"Picunches, Neuquen",ALIANZA FRENTE PARA LA VICTORIA,24.83,2.38,3.13,38.02,0.5,1.78,25.77,0.78,0.88,0.59,1.34,794,76,100,1216,16,57,824,25,28,19,43,75.93,5836,4431,24.94,0.09,2.8,1105,4,124
NEUQUEN_ZAPALA,"Zapala, Neuquen",ALIANZA FRENTE PARA LA VICTORIA,27.28,2.43,4.29,35.91,1.32,2.16,22.84,0.79,0.56,1.07,1.36,5936,528,933,7814,287,470,4971,171,122,233,295,79.49,31680,25184,10.99,0.15,2.45,2768,39,617
NEUQUEN_ÑORQUIN,"Ñorquin, Neuquen",ALIANZA FRENTE PARA LA VICTORIA,18.89,3.15,2.06,50.28,0.69,1.65,19.33,0.89,0.97,0.77,1.33,468,78,51,1246,17,41,479,22,24,19,33,79.14,4281,3388,24.94,0.06,1.86,845,2,63
RIO NEGRO_25 DE MAYO,"25 De Mayo, Rio Negro",ALIANZA FRENTE PARA LA VICTORIA,15.05,1.4,1.75,62.41,0.47,1.61,15.55,0.54,0.25,0.3,0.68,1066,99,124,4420,33,114,1101,38,18,21,48,61.75,12073,7455,4.01,0.05,0.94,299,4,70
RIO NEGRO_ADOLFO ALSINA,"Adolfo Alsina, Rio Negro",ALIANZA FRENTE PARA LA VICTORIA,23.9,1.56,2.52,42.96,0.87,3.57,22.98,0.64,0.24,0.36,0.41,8371,547,882,15046,303,1251,8048,225,83,125,142,71.1,51654,36724,2.71,0.1,1.82,994,38,669
RIO NEGRO_AVELLANEDA,"Avellaneda, Rio Negro",ALIANZA FRENTE PARA LA VICTORIA,21.98,1.4,2.34,51.08,0.62,1.88,19.31,0.42,0.21,0.3,0.45,4193,267,446,9744,118,359,3684,81,40,57,86,73.49,27419,20151,3.26,0,2.07,657,1,418
RIO NEGRO_BARILOCHE,"Bariloche, Rio Negro",ALIANZA FRENTE PARA LA VICTORIA,24.7,1.99,4.63,39.97,1.11,4.22,20.66,0.89,0.33,0.82,0.68,18102,1459,3396,29300,811,3096,15145,653,239,600,499,71.58,107451,76911,2.55,0.03,2.12,1962,22,1627
RIO NEGRO_CONESA,"Conesa, Rio Negro",ALIANZA FRENTE PARA LA VICTORIA,20.79,1.46,1.57,51.14,0.6,2.12,20.87,0.63,0.25,0.08,0.49,756,53,57,1860,22,77,759,23,9,3,18,68.02,5562,3783,2.59,0,1.27,98,0,48
RIO NEGRO_EL CUY,"El Cuy, Rio Negro",ALIANZA FRENTE PARA LA VICTORIA,13.23,1.81,4.09,61.21,0.74,1.12,14.98,0.37,0.53,0.74,1.17,249,34,77,1152,14,21,282,7,10,14,22,65.49,3028,1983,3.28,0,1.82,65,0,36
RIO NEGRO_GENERAL ROCA,"General Roca, Rio Negro",ALIANZA FRENTE PARA LA VICTORIA,22.72,1.99,3.42,44.14,0.9,2.76,22.06,0.69,0.25,0.45,0.61,41053,3594,6186,79770,1631,4988,39873,1254,460,811,1106,76.15,249638,190097,2.98,0.03,1.92,5658,54,3659
RIO NEGRO_9 DE JULIO,"Nueve De Julio, Rio Negro",ALIANZA FRENTE PARA LA VICTORIA,9.09,1.2,2.57,69.21,0.77,1.11,13.38,0.94,0.51,0.43,0.77,106,14,30,807,9,13,156,11,6,5,9,61.83,1944,1202,2.5,0,0.5,30,0,6
RIO NEGRO_PICHI MAHUIDA,"Pichi Mahuida, Rio Negro",ALIANZA FRENTE PARA LA VICTORIA,22.76,2.16,1.86,46.81,0.64,3.46,20.93,0.46,0.25,0.22,0.45,1943,184,159,3996,55,295,1787,39,21,19,38,74.44,11950,8896,2.54,0.16,1.35,226,14,120
RIO NEGRO_PILCANIYEU,"Pilcaniyeu, Rio Negro",ALIANZA FRENTE PARA LA VICTORIA,26.31,2.72,2.98,43.2,1.09,3.66,17.77,0.86,0.26,0.36,0.78,1014,105,115,1665,42,141,685,33,10,14,30,71.18,5728,4077,3.65,0,1.82,149,0,74
RIO NEGRO_SAN ANTONIO,"San Antonio Oeste, Rio Negro",ALIANZA FRENTE PARA LA VICTORIA,17.73,1.48,1.77,51.44,0.65,2.06,23.53,0.6,0.2,0.24,0.31,3062,255,305,8883,112,355,4063,104,35,42,53,70.09,25604,17947,2.5,0.01,1.27,448,2,228
RIO NEGRO_VALCHETA,"Valcheta, Rio Negro",ALIANZA FRENTE PARA LA VICTORIA,22.08,0.93,1.18,49.15,0.59,1.44,13.11,0.85,0.76,0.34,9.56,261,11,14,581,7,17,155,10,9,4,113,58.82,2030,1194,0.42,0,0.59,5,0,7
RIO NEGRO_ÑORQUINCO,"Ñorquinco, Rio Negro",ALIANZA FRENTE PARA LA VICTORIA,9.84,2.43,2.85,66.19,1.85,1.28,12.13,0.57,1,0.29,1.57,69,17,20,464,13,9,85,4,7,2,11,58.53,1324,775,7.48,0.13,1.94,58,1,15
SALTA_ANTA,"Anta, Salta",ALIANZA FRENTE PARA LA VICTORIA,21.62,0.35,0.82,60.99,0.34,0.76,12.7,0.32,0.18,0.16,1.76,5270,85,199,14867,84,185,3095,79,43,40,429,55.86,46103,25755,1.69,3.26,0.4,436,839,104
SALTA_CACHI,"Cachi, Salta",ALIANZA FRENTE PARA LA VICTORIA,23.16,0.36,1.47,54.24,0.31,0.52,18.28,0.49,0.26,0.41,0.49,896,14,57,2098,12,20,707,19,10,16,19,61.41,6481,3980,2.14,0.05,0.63,85,2,25
SALTA_CAFAYATE,"Cafayate, Salta",ALIANZA FRENTE PARA LA VICTORIA,28.71,0.56,1.61,47.25,0.94,0.97,18.58,0.41,0.31,0.33,0.34,2196,43,123,3614,72,74,1421,31,24,25,26,65.36,12190,7967,2.26,0.51,1.22,180,41,97
SALTA_CAPITAL,"Capital, Salta",ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),23.85,0.69,4.43,32.59,0.77,1.65,34.5,0.37,0.21,0.61,0.33,68635,1994,12759,93769,2219,4746,99277,1066,591,1749,962,71.9,413367,297216,1.39,0.58,1.21,4121,1726,3602
SALTA_CERRILLOS,"Cerrillos, Salta",ALIANZA FRENTE PARA LA VICTORIA,20.69,0.61,2.48,38.22,0.34,0.9,35.13,0.44,0.18,0.36,0.66,4370,128,524,8073,71,190,7420,92,39,75,140,73.59,29355,21601,1.06,0.27,0.89,228,59,192
SALTA_CHICOANA,"Chicoana, Salta",ALIANZA FRENTE PARA LA VICTORIA,18.37,0.58,2.34,43.36,0.24,0.63,33.1,0.46,0.23,0.34,0.33,2140,68,273,5051,28,73,3856,53,27,40,39,71.05,16751,11901,1.39,0.23,0.51,165,27,61
SALTA_GENERAL GUEMES,"General Guemes, Salta",ALIANZA FRENTE PARA LA VICTORIA,15.24,0.73,2.21,51.01,0.42,0.71,27.64,0.39,0.17,0.44,1.04,3771,181,546,12619,103,176,6837,97,43,108,257,68.26,37250,25428,1.69,0.18,0.83,431,47,212
SALTA_GUACHIPAS,"Guachipas, Salta",ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),10.97,0.44,1.87,40.62,0.37,0.19,44.67,0.37,0.12,0.25,0.12,176,7,30,652,6,3,717,6,2,4,2,53.62,3055,1638,1.34,0.37,0.31,22,6,5
SALTA_IRUYA,"Iruya, Salta",ALIANZA FRENTE PARA LA VICTORIA,8.84,0.29,0.72,77.4,0.43,0.87,10.28,0.43,0.34,0.24,0.14,183,6,15,1603,9,18,213,9,7,5,3,45.93,4648,2135,1.03,1.55,0.42,22,33,9
SALTA_LA CALDERA,"La Caldera, Salta",ALIANZA FRENTE PARA LA VICTORIA,25.38,0.5,3.82,34.84,0.56,1.84,31.57,0.16,0.17,1.01,0.14,1763,35,265,2420,39,128,2193,11,12,70,10,73.33,9681,7099,1.23,0.14,0.79,87,10,56
SALTA_LA CANDELARIA,"La Candelaria, Salta",ALIANZA FRENTE PARA LA VICTORIA,17.16,0.24,0.63,58.93,0.12,0.45,18,0.3,0.06,0.15,3.96,572,8,21,1964,4,15,600,10,2,5,132,64.07,5282,3384,1.03,0.21,0.27,35,7,9
SALTA_LA POMA,"La Poma, Salta",ALIANZA FRENTE PARA LA VICTORIA,22.67,0.11,1.68,56.23,0.22,0.34,17.73,0.34,0.22,0,0.45,202,1,15,501,2,3,158,3,2,0,4,68.55,1364,935,4.17,0.11,0.43,39,1,4
SALTA_LA VIÑA,"La Viña, Salta",ALIANZA FRENTE PARA LA VICTORIA,17.52,0.59,1.46,51.51,0.32,0.62,27.08,0.39,0.18,0.11,0.23,768,26,64,2258,14,27,1187,17,8,5,10,67.87,6661,4521,2.15,0.09,0.8,97,4,36
SALTA_LOS ANDES,"Los Andes, Salta",ALIANZA FRENTE PARA LA VICTORIA,13.34,0.78,3.04,58.05,0.41,1.36,20.87,0.44,0.31,0.72,0.68,391,23,89,1702,12,40,612,13,9,21,20,58.07,5197,3018,2.05,0.27,0.53,62,8,16
SALTA_METAN,"Metan, Salta",ALIANZA FRENTE PARA LA VICTORIA,26.2,0.57,1.85,45.45,0.56,0.95,23.16,0.41,0.21,0.26,0.38,5215,113,369,9045,112,189,4610,81,41,51,75,62.18,32772,20376,1.31,0.29,0.73,267,60,148
SALTA_MOLINOS,"Molinos, Salta",ALIANZA FRENTE PARA LA VICTORIA,17.81,0.23,1.33,66.4,0.42,0.8,11.31,0.42,0.27,0.3,0.72,469,6,35,1749,11,21,298,11,7,8,19,60.7,4382,2660,0.86,0,0.11,23,0,3
SALTA_ORAN,"Oran, Salta",ALIANZA FRENTE PARA LA VICTORIA,18.59,0.47,3.5,51.52,0.58,0.75,23.24,0.41,0.2,0.29,0.47,10843,272,2040,30057,341,435,13559,239,114,170,272,56.04,107166,60053,1.26,0.88,0.71,757,527,427
SALTA_RIVADAVIA,"Rivadavia, Salta",ALIANZA FRENTE PARA LA VICTORIA,7.14,0.33,0.44,84.34,0.17,0.48,3.19,0.38,1.92,0.19,1.42,492,23,30,5813,12,33,220,26,132,13,98,31.3,22624,7082,0.71,1.86,0.11,50,132,8
SALTA_ROSARIO DE LA FRONTERA,"Rosario De La Frontera, Salta",ALIANZA FRENTE PARA LA VICTORIA,18.58,0.64,1.05,51.25,0.23,0.81,26.6,0.27,0.18,0.2,0.2,2705,93,153,7463,33,118,3873,40,26,29,29,62.88,23985,15081,1.93,0.74,0.78,291,111,117
SALTA_ROSARIO DE LERMA,"Rosario De Lerma, Salta",ALIANZA FRENTE PARA LA VICTORIA,18.2,0.69,2.91,38.16,0.49,0.99,37.19,0.55,0.21,0.3,0.31,3787,143,605,7940,102,207,7738,114,43,62,65,70.41,30458,21447,1.97,0.18,0.83,423,39,179
SALTA_SAN CARLOS,"San Carlos, Salta",ALIANZA FRENTE PARA LA VICTORIA,16.31,0.2,1.32,67.38,0.47,0.5,12.8,0.38,0.26,0.26,0.12,558,7,45,2305,16,17,438,13,9,9,4,63.88,5670,3622,0.61,4.45,0.5,22,161,18
SALTA_GENERAL JOSE DE SAN MARTIN,"San Martin, Salta",ALIANZA FRENTE PARA LA VICTORIA,12.48,0.37,2.48,66.45,0.32,0.6,16.09,0.32,0.15,0.2,0.55,8561,252,1702,45586,217,412,11039,218,100,134,380,57.64,122818,70796,1.2,1.26,0.64,850,893,452
SALTA_SANTA VICTORIA,"Santa Victoria, Salta",ALIANZA FRENTE PARA LA VICTORIA,13.99,0.27,0.82,73.06,0.36,0.7,9.39,0.36,0.27,0.24,0.52,460,9,27,2403,12,23,309,12,9,8,17,42.71,7896,3372,1.04,0.89,0.53,35,30,18
SAN JUAN_25 DE MAYO,"25 De Mayo, San Juan",ALIANZA FRENTE PARA LA VICTORIA,8.82,1.94,0.41,73.69,0.62,0.95,13.1,0.13,0.16,0.07,0.12,842,185,39,7032,59,91,1250,12,15,7,11,80.98,12236,9909,2.6,0.49,0.6,258,49,59
SAN JUAN_ALBARDON,"Albardon, San Juan",ALIANZA FRENTE PARA LA VICTORIA,16.26,3.05,0.39,59.62,0.72,5.69,13.75,0.11,0.14,0.14,0.12,2273,427,55,8335,101,796,1922,16,19,20,17,82.52,18596,15345,6.11,2.18,0.6,938,334,92
SAN JUAN_ANGACO,"Angaco, San Juan",ALIANZA FRENTE PARA LA VICTORIA,16.34,1.91,0.56,63.83,0.22,0.63,15.68,0.26,0.17,0.24,0.17,883,103,30,3449,12,34,847,14,9,13,9,81.65,7133,5824,6.46,0.12,0.65,376,7,38
SAN JUAN_CALINGASTA,"Calingasta, San Juan",ALIANZA FRENTE PARA LA VICTORIA,9.1,2.17,0.32,73.32,0.06,0.49,14.36,0.06,0.04,0.04,0.06,483,115,17,3892,3,26,762,3,2,2,3,77.9,7356,5730,6.14,0.02,1.2,352,1,69
SAN JUAN_CAPITAL,"Capital, San Juan",ALIANZA FRENTE PARA LA VICTORIA,30.49,3.12,1.13,39.97,0.45,2.76,21.24,0.19,0.08,0.47,0.1,20467,2091,759,26826,303,1850,14256,126,55,317,69,77.2,92420,71350,4.33,0.58,1.01,3092,415,724
SAN JUAN_CAUCETE,"Caucete, San Juan",ALIANZA FRENTE PARA LA VICTORIA,17.87,7.46,0.39,48.33,0.14,0.33,24.85,0.13,0.06,0.32,0.12,3639,1520,79,9842,28,68,5060,27,13,66,24,79.25,28263,22399,8.07,0.22,0.79,1807,50,176
SAN JUAN_CHIMBAS,"Chimbas, San Juan",ALIANZA FRENTE PARA LA VICTORIA,10.73,2.6,0.6,66.1,0.74,0.72,17.87,0.14,0.16,0.23,0.12,4845,1175,269,29852,334,325,8070,63,72,106,52,76.77,61905,47523,3.57,0.25,1.14,1697,121,542
SAN JUAN_IGLESIA,"Iglesia, San Juan",ALIANZA FRENTE PARA LA VICTORIA,7.15,1.92,0.34,73.86,0.18,0.28,15.63,0.22,0.26,0.08,0.1,362,97,17,3739,9,14,791,11,13,4,5,82.6,6516,5382,4.76,0.07,1.11,256,4,60
SAN JUAN_JACHAL,"Jachal, San Juan",ALIANZA FRENTE PARA LA VICTORIA,9.67,2.15,0.6,66.41,1.04,1.17,18.23,0.22,0.17,0.17,0.17,1341,298,83,9207,144,162,2527,30,23,24,24,82.5,18059,14898,3.88,1.98,1.09,578,295,162
SAN JUAN_9 DE JULIO,"Nueve De Julio, San Juan",ALIANZA FRENTE PARA LA VICTORIA,13.24,3.99,0.35,60.49,0.47,0.26,20.47,0.11,0.06,0.49,0.08,867,261,23,3960,31,17,1340,7,4,32,5,84.84,8267,7014,6.03,0.16,0.47,423,11,33
SAN JUAN_POCITO,"Pocito, San Juan",ALIANZA FRENTE PARA LA VICTORIA,10.7,4.15,0.6,63.77,0.53,0.53,18.99,0.23,0.1,0.25,0.15,2787,1080,156,16616,137,139,4949,61,25,66,39,76.48,36013,27541,3.89,0.18,1.33,1071,50,365
SAN JUAN_RAWSON,"Rawson, San Juan",ALIANZA FRENTE PARA LA VICTORIA,12.67,4.19,0.85,55.11,0.43,0.83,25.26,0.14,0.11,0.33,0.09,8276,2738,552,35991,279,544,16498,91,69,218,56,77.6,89519,69464,4.25,0.58,1.15,2953,402,797
